ID_cliente,Contrato,Facturacion_electronica,Metodo_pago,Cargos_mensuales,Cargos_totales,Abandono
8075-GXIUB,Un año,No,Tarjeta de crédito (automática),19.85,183.15,No
2885-HIJDH,Dos años,No,Transferencia bancaria (automática),86.9,6194.1,No
5424-RLQLC,Mes a mes,Sí,Cheque por correo,59.65,638.95,No
6682-QJDGB,Mes a mes,Sí,Cheque por correo,55.25,2139.2,Sí
6507-DTJZV,Mes a mes,No,Tarjeta de crédito (automática),66.4,831.75,No
8780-IXSTS,Mes a mes,Sí,Cheque electrónico,90.1,521.3,Sí
7673-BQGKU,Dos años,No,Transferencia bancaria (automática),20.15,1337.5,No
6723-WSNTY,Un año,Sí,Tarjeta de crédito (automática),108.1,7181.95,No
9530-EHPOH,Mes a mes,No,Cheque electrónico,53.75,608.0,Sí
2725-IWWBA,Un año,No,Cheque por correo,56.9,2560.1,No
0345-HKJVM,Mes a mes,No,Cheque electrónico,89.3,577.6,Sí
1061-PNTHC,Mes a mes,Sí,Cheque por correo,109.6,5953.0,No
0394-YONDK,Dos años,No,Tarjeta de crédito (automática),25.15,1790.15,No
6574-MCOEH,Un año,Sí,Cheque electrónico,79.15,2531.4,No
7399-QHBJS,Dos años,No,Tarjeta de crédito (automática),66.75,4760.3,No
3049-SOLAY,Mes a mes,Sí,Cheque electrónico,95.2,292.85,Sí
0997-YTLNY,Mes a mes,No,Cheque por correo,48.8,953.65,No
3317-HRTNN,Mes a mes,No,Cheque electrónico,45.7,198.0,Sí
9479-HYNYL,Dos años,Sí,Tarjeta de crédito (automática),80.7,5705.05,No
3235-ETOOB,Mes a mes,Sí,Cheque electrónico,74.5,609.9,Sí
9708-KFDBY,Mes a mes,No,Tarjeta de crédito (automática),20.55,20.55,No
8058-INTPH,Mes a mes,Sí,Cheque electrónico,79.65,79.65,Sí
7605-SNLQG,Mes a mes,Sí,Tarjeta de crédito (automática),50.25,2221.55,No
3642-GKTCT,Un año,Sí,Cheque por correo,115.1,6993.65,No
0774-RMNUW,Dos años,No,Transferencia bancaria (automática),59.7,4122.65,No
1334-PDUKM,Un año,No,Tarjeta de crédito (automática),86.45,5762.95,No
0756-MPZRL,Un año,No,Tarjeta de crédito (automática),33.7,1537.85,No
2242-MFOTG,Un año,No,Transferencia bancaria (automática),80.1,2603.3,No
2927-CVULT,Dos años,Sí,Transferencia bancaria (automática),104.05,5566.4,No
2144-BFDSO,Mes a mes,No,Transferencia bancaria (automática),108.75,5431.9,No
8745-PVESG,Un año,Sí,Tarjeta de crédito (automática),41.1,2258.25,No
7647-GYYKX,Dos años,Sí,Transferencia bancaria (automática),20.35,1092.35,No
5647-FXOTP,Mes a mes,Sí,Cheque electrónico,105.9,6401.25,No
5569-OUICF,Mes a mes,Sí,Tarjeta de crédito (automática),101.3,2812.2,Sí
8821-XNHVZ,Mes a mes,Sí,Cheque por correo,80.05,80.05,Sí
2082-OJVTK,Mes a mes,Sí,Cheque electrónico,89.2,2698.35,Sí
9700-ISPUP,Mes a mes,Sí,Cheque electrónico,65.5,616.9,No
9839-ETQOE,Mes a mes,Sí,Cheque electrónico,40.45,1912.85,No
6078-VESFR,Mes a mes,No,Transferencia bancaria (automática),70.45,849.1,No
9027-TMATR,Dos años,Sí,Cheque electrónico,78.8,3460.3,No
5940-NFXKV,Mes a mes,Sí,Cheque electrónico,83.65,1465.75,Sí
1941-HOSAM,Mes a mes,Sí,Cheque electrónico,90.1,90.1,No
9110-HSGTV,Dos años,Sí,Tarjeta de crédito (automática),82.45,5555.3,No
0704-VCUMB,Dos años,No,Tarjeta de crédito (automática),20.25,1278.8,No
6171-ZTVYB,Mes a mes,No,Transferencia bancaria (automática),66.25,2907.35,No
8053-WWDRO,Mes a mes,No,Transferencia bancaria (automática),19.5,146.3,Sí
9564-KCLHR,Mes a mes,No,Cheque por correo,51.25,51.25,Sí
1935-IMVBB,Mes a mes,No,Cheque por correo,89.7,4952.95,No
2535-PBCGC,Dos años,No,Transferencia bancaria (automática),64.55,4504.9,No
2082-CEFLT,Mes a mes,Sí,Cheque electrónico,45.6,45.6,Sí
1470-PSXNM,Un año,Sí,Cheque electrónico,93.65,4520.15,No
1213-NGCUN,Mes a mes,Sí,Transferencia bancaria (automática),49.65,267.35,Sí
2498-XLDZR,Dos años,No,Cheque por correo,73.6,2316.85,No
9866-OCCKE,Dos años,Sí,Cheque por correo,109.75,8075.35,No
5338-YHWYT,Dos años,No,Tarjeta de crédito (automática),61.45,2302.35,No
7718-UPSKJ,Un año,Sí,Tarjeta de crédito (automática),106.4,7251.9,No
8731-WBBMB,Mes a mes,No,Transferencia bancaria (automática),81.9,2078.55,No
1448-CYWKC,Un año,Sí,Tarjeta de crédito (automática),105.2,6225.4,No
7901-IIDQV,Un año,No,Transferencia bancaria (automática),54.6,1242.25,No
2690-DVRVK,Un año,No,Cheque electrónico,20.55,99.45,No
5688-KZTSN,Mes a mes,Sí,Cheque electrónico,20.0,288.05,Sí
1270-XKUCC,Dos años,No,Cheque por correo,19.7,599.25,No
0334-ZFJSR,Un año,Sí,Tarjeta de crédito (automática),66.05,3462.1,No
2894-QOJRX,Mes a mes,Sí,Transferencia bancaria (automática),34.0,853.0,Sí
5747-PMBSQ,Mes a mes,Sí,Cheque por correo,92.5,934.1,Sí
5583-EJXRD,Dos años,Sí,Tarjeta de crédito (automática),54.05,2375.2,No
4565-EVZMJ,Un año,Sí,Cheque por correo,58.9,2813.05,No
3143-JQEGI,Mes a mes,No,Cheque electrónico,88.35,1222.8,Sí
6386-SZZKH,Dos años,Sí,Transferencia bancaria (automática),107.95,5293.2,Sí
3327-YBAKM,Un año,Sí,Cheque por correo,96.9,6314.35,No
9441-QHEVC,Mes a mes,No,Cheque por correo,19.1,19.1,No
6705-LNMDD,Mes a mes,No,Cheque por correo,50.0,1003.05,No
2580-ASVVY,Dos años,No,Cheque electrónico,45.4,1593.1,No
3370-GQEAL,Mes a mes,No,Cheque electrónico,85.45,2509.95,No
5032-USPKF,Un año,No,Transferencia bancaria (automática),84.1,3187.65,No
2982-IHMFT,Mes a mes,Sí,Cheque por correo,74.45,74.45,Sí
3521-SYVOR,Mes a mes,Sí,Cheque electrónico,64.75,2345.2,Sí
4254-QPEDE,Dos años,No,Tarjeta de crédito (automática),66.25,3330.1,No
6283-GITPX,Dos años,Sí,Tarjeta de crédito (automática),76.9,5522.7,No
9526-JAWYF,Mes a mes,No,Cheque electrónico,89.8,2335.3,Sí
0771-CHWSK,Dos años,Sí,Tarjeta de crédito (automática),74.6,4798.4,No
9788-HNGUT,Dos años,Sí,Tarjeta de crédito (automática),116.95,8594.4,No
9495-REDIY,Un año,Sí,Tarjeta de crédito (automática),40.65,970.55,No
5375-XLDOF,Dos años,Sí,Transferencia bancaria (automática),114.35,7665.8,No
1172-VIYBP,Dos años,No,Transferencia bancaria (automática),69.7,3686.05,No
5649-VUKMC,Un año,No,Cheque por correo,95.5,1115.15,Sí
6559-PDZLR,Mes a mes,Sí,Cheque electrónico,98.65,2537.0,No
8992-OBVDG,Mes a mes,No,Cheque por correo,61.65,1393.6,No
4273-MBHYA,Mes a mes,Sí,Cheque electrónico,89.35,89.35,No
4724-WXVWF,Mes a mes,Sí,Cheque electrónico,95.4,4445.3,No
5701-GUXDC,Un año,No,Tarjeta de crédito (automática),35.4,978.6,No
1460-UZPRJ,Dos años,No,Cheque por correo,19.95,1258.15,No
6082-GLJIX,Mes a mes,No,Cheque por correo,19.25,331.35,No
5143-EGQFK,Mes a mes,Sí,Cheque electrónico,29.65,291.4,Sí
4919-IKATY,Mes a mes,Sí,Cheque electrónico,84.5,453.75,Sí
2495-TTHBQ,Un año,Sí,Cheque por correo,20.4,84.75,No
0485-ZBSLN,Dos años,No,Tarjeta de crédito (automática),24.75,1715.1,No
3810-PJUHR,Dos años,No,Cheque por correo,25.35,1715.15,No
9050-QLROH,Mes a mes,Sí,Tarjeta de crédito (automática),90.7,1597.25,Sí
0847-HGRML,Dos años,No,Transferencia bancaria (automática),20.0,1250.1,No
8232-CTLKO,Dos años,Sí,Cheque electrónico,59.75,3996.8,No
9227-YBAXE,Dos años,Sí,Transferencia bancaria (automática),82.5,5215.1,No
6168-WFVVF,Mes a mes,Sí,Cheque electrónico,70.3,235.5,Sí
9860-LISIZ,Mes a mes,No,Cheque por correo,20.35,673.2,No
0112-QAWRZ,Mes a mes,Sí,Transferencia bancaria (automática),90.8,1442.2,No
0877-SDMBN,Un año,Sí,Transferencia bancaria (automática),103.95,5639.05,Sí
2786-GCDPI,Mes a mes,Sí,Cheque electrónico,104.95,5222.35,No
4043-MKDTV,Dos años,Sí,Cheque electrónico,105.25,7291.75,No
8065-YKXKD,Mes a mes,Sí,Cheque electrónico,74.75,799.65,Sí
9637-EIHEQ,Mes a mes,Sí,Cheque electrónico,50.8,50.8,Sí
9229-RQABD,Un año,No,Cheque por correo,23.75,424.5,No
8313-KTIHG,Mes a mes,Sí,Cheque electrónico,61.3,249.4,No
5320-BRKGK,Dos años,No,Cheque por correo,75.8,4415.75,No
6284-KMNUF,Un año,Sí,Cheque electrónico,98.0,5270.6,No
9689-PTNPG,Mes a mes,Sí,Cheque electrónico,80.25,144.55,Sí
9465-RWMXL,Mes a mes,Sí,Cheque electrónico,78.9,2447.95,Sí
6229-UOLQL,Un año,Sí,Cheque por correo,52.0,2884.9,No
2362-IBOOY,Mes a mes,Sí,Cheque electrónico,84.75,3050.15,Sí
3137-LUPIX,Mes a mes,Sí,Cheque por correo,64.4,253.0,No
0843-WTBXE,Mes a mes,No,Transferencia bancaria (automática),85.45,4517.25,Sí
6143-JQKEA,Mes a mes,Sí,Tarjeta de crédito (automática),45.8,436.2,No
5138-WVKYJ,Mes a mes,No,Cheque electrónico,98.55,1008.55,Sí
8676-OOQEJ,Mes a mes,No,Cheque electrónico,30.5,118.4,No
5515-IDEJJ,Mes a mes,No,Cheque por correo,19.9,19.9,Sí
9701-CDXHR,Mes a mes,No,Cheque por correo,69.15,3649.6,No
7450-NWRTR,Mes a mes,Sí,Cheque electrónico,99.45,1200.15,Sí
8124-NZVGJ,Un año,Sí,Cheque por correo,49.25,255.6,No
2162-FRZAA,Dos años,No,Transferencia bancaria (automática),39.35,2395.05,No
5376-DEQCP,Mes a mes,Sí,Cheque electrónico,70.6,70.6,Sí
5118-MUEYH,Mes a mes,Sí,Tarjeta de crédito (automática),105.1,5083.55,No
9095-HFAFX,Mes a mes,Sí,Tarjeta de crédito (automática),81.0,389.6,Sí
5627-TVBPP,Un año,Sí,Tarjeta de crédito (automática),20.1,644.5,No
2379-ENZGV,Mes a mes,Sí,Cheque electrónico,84.85,523.5,Sí
3936-QQFLL,Mes a mes,No,Cheque por correo,19.75,39.3,No
2589-AYCRP,Un año,No,Transferencia bancaria (automática),19.75,989.05,No
4067-HLYQI,Mes a mes,Sí,Transferencia bancaria (automática),70.4,2406.1,No
5124-EOGYE,Dos años,No,Cheque por correo,20.45,638.55,No
5057-RKGLH,Dos años,No,Cheque por correo,20.35,191.1,No
0292-WEGCH,Mes a mes,Sí,Cheque electrónico,86.2,4524.05,No
8910-ICHIU,Un año,Sí,Tarjeta de crédito (automática),95.65,4664.2,No
4097-YODCF,Un año,Sí,Cheque electrónico,103.8,3470.8,No
9715-WZCLW,Dos años,Sí,Cheque electrónico,97.2,6910.3,No
9786-YWNHU,Dos años,No,Cheque por correo,63.55,4014.2,No
6407-GSJNL,Dos años,No,Transferencia bancaria (automática),24.95,1288.0,No
6005-OBZPH,Mes a mes,Sí,Cheque electrónico,89.15,2277.65,Sí
4049-ZPALD,Dos años,Sí,Transferencia bancaria (automática),99.0,6375.8,No
7932-WPTDS,Mes a mes,Sí,Cheque electrónico,24.8,24.8,Sí
2569-WGERO,Dos años,Sí,Transferencia bancaria (automática),21.15,1419.4,No
3733-UOCWF,Un año,Sí,Transferencia bancaria (automática),85.55,5251.75,No
6833-JMZYP,Mes a mes,Sí,Tarjeta de crédito (automática),94.0,1505.45,No
2722-VOJQL,Un año,Sí,Tarjeta de crédito (automática),105.65,6903.1,Sí
1310-QRITU,Mes a mes,Sí,Cheque electrónico,50.3,913.3,No
8961-QDZZJ,Un año,Sí,Cheque electrónico,95.0,5535.8,No
9715-SBVSU,Dos años,Sí,Transferencia bancaria (automática),61.4,815.55,No
8490-BXHEO,Mes a mes,Sí,Tarjeta de crédito (automática),80.55,1411.65,No
7173-TETGO,Dos años,No,Transferencia bancaria (automática),78.5,5602.25,No
7929-SKFGK,Dos años,No,Tarjeta de crédito (automática),114.3,8244.3,No
2300-RQGOI,Dos años,No,Cheque por correo,20.05,741.5,No
3563-SVYLG,Dos años,No,Tarjeta de crédito (automática),62.65,4375.8,No
5228-EXCET,Mes a mes,Sí,Cheque electrónico,80.85,1008.7,Sí
6435-VWCCY,Dos años,Sí,Tarjeta de crédito (automática),92.7,5968.4,No
4998-IKFSE,Mes a mes,No,Cheque electrónico,100.45,3096.9,No
8630-QSGXK,Dos años,Sí,Transferencia bancaria (automática),75.2,3901.25,No
2455-USLMV,Mes a mes,Sí,Tarjeta de crédito (automática),84.75,2613.4,No
7394-FKDNK,Mes a mes,No,Cheque electrónico,89.45,853.1,Sí
9488-FVZCC,Dos años,Sí,Transferencia bancaria (automática),79.5,5661.7,No
6331-LWDTQ,Mes a mes,Sí,Tarjeta de crédito (automática),72.15,794.25,Sí
5995-WWKKG,Un año,Sí,Cheque electrónico,19.8,695.05,No
1597-FZREH,Mes a mes,No,Cheque electrónico,76.4,160.8,Sí
7879-CGSFV,Un año,Sí,Cheque por correo,100.9,5552.05,No
9921-EZKBY,Mes a mes,Sí,Transferencia bancaria (automática),95.3,3275.15,No
7432-FFVAR,Un año,No,Transferencia bancaria (automática),90.95,4236.6,No
7246-ZGQDF,Mes a mes,No,Cheque electrónico,54.5,54.5,No
7000-WCEVQ,Mes a mes,Sí,Cheque por correo,61.6,1174.35,Sí
0727-IWKVK,Mes a mes,Sí,Cheque electrónico,79.9,741.7,Sí
5959-BELXA,Mes a mes,Sí,Tarjeta de crédito (automática),96.15,3019.25,Sí
4456-RHSNB,Mes a mes,Sí,Transferencia bancaria (automática),49.6,962.9,No
3512-IZIKN,Dos años,No,Tarjeta de crédito (automática),65.3,4759.75,Sí
2481-SBOYW,Dos años,Sí,Tarjeta de crédito (automática),25.0,1498.35,No
7109-MFBYV,Mes a mes,No,Cheque electrónico,45.45,1233.15,No
1833-TCXKK,Mes a mes,Sí,Transferencia bancaria (automática),107.75,4882.8,No
1832-PEUTS,Dos años,Sí,Tarjeta de crédito (automática),89.1,5411.65,No
6141-OOXUQ,Mes a mes,No,Cheque por correo,19.65,19.65,Sí
8660-BUETV,Mes a mes,No,Cheque por correo,44.75,148.05,No
0580-PIQHM,Un año,Sí,Transferencia bancaria (automática),101.6,3930.55,No
5696-CEIQJ,Dos años,No,Transferencia bancaria (automática),103.15,6895.5,No
7503-ZGUZJ,Mes a mes,Sí,Cheque por correo,84.65,84.65,Sí
1696-HXOWK,Un año,No,Cheque por correo,95.65,6856.95,No
3026-ATZYV,Un año,No,Transferencia bancaria (automática),75.1,2658.8,No
4012-YCFAI,Dos años,Sí,Cheque por correo,61.35,3766.2,No
2506-TNFCO,Mes a mes,Sí,Cheque electrónico,69.55,69.55,Sí
9970-QBCDA,Mes a mes,No,Tarjeta de crédito (automática),19.7,129.55,No
8718-PTMEZ,Mes a mes,Sí,Cheque electrónico,31.05,347.25,Sí
9496-IVVRP,Mes a mes,No,Transferencia bancaria (automática),51.0,581.7,No
2207-OBZNX,Mes a mes,Sí,Cheque por correo,51.0,354.05,Sí
2657-VPXTA,Mes a mes,Sí,Cheque electrónico,88.85,929.45,No
6551-VLJMV,Dos años,No,Tarjeta de crédito (automática),20.05,679.0,No
1221-GHZEP,Dos años,Sí,Cheque por correo,65.1,3846.75,No
9289-LBQVU,Un año,Sí,Cheque por correo,70.15,4480.7,No
6142-VSJQO,Mes a mes,Sí,Transferencia bancaria (automática),44.35,44.35,Sí
3458-IDMFK,Dos años,Sí,Cheque por correo,20.75,499.4,No
6933-FHBZC,Un año,Sí,Cheque por correo,56.05,1553.2,No
0221-NAUXK,Un año,Sí,Transferencia bancaria (automática),19.95,219.5,No
9770-KXGQU,Un año,No,Cheque por correo,98.6,5311.85,No
6437-UKHMV,Mes a mes,Sí,Cheque electrónico,79.7,586.05,Sí
6538-POCHL,Mes a mes,Sí,Tarjeta de crédito (automática),79.0,2576.8,No
6726-NNFWD,Dos años,No,Tarjeta de crédito (automática),89.45,6435.25,No
3002-WQZWT,Mes a mes,Sí,Cheque electrónico,74.2,1993.25,No
4277-UDIEF,Mes a mes,No,Transferencia bancaria (automática),81.0,1923.85,No
1208-NBVFH,Mes a mes,Sí,Cheque electrónico,49.6,939.8,No
4912-PIGUY,Mes a mes,Sí,Cheque electrónico,84.6,84.6,No
9402-ORRAH,Mes a mes,Sí,Cheque electrónico,91.5,1400.3,No
9277-JOOMO,Mes a mes,No,Cheque por correo,24.6,86.35,No
1114-CENIM,Mes a mes,Sí,Tarjeta de crédito (automática),55.0,3092.65,Sí
6060-DRTNL,Mes a mes,Sí,Cheque por correo,84.85,415.55,Sí
2725-TTRIQ,Dos años,Sí,Transferencia bancaria (automática),84.2,5986.55,No
3374-TTZTK,Dos años,Sí,Cheque electrónico,106.3,5487.0,No
8990-ZXLSU,Mes a mes,No,Cheque electrónico,69.05,651.5,No
2275-RBYQS,Mes a mes,Sí,Cheque por correo,45.4,45.4,No
8473-VUVJN,Mes a mes,Sí,Cheque electrónico,73.65,73.65,Sí
6289-CPNLD,Un año,Sí,Cheque por correo,73.9,2405.05,Sí
5536-SLHPM,Mes a mes,Sí,Cheque electrónico,77.75,4458.15,Sí
4419-UJMUS,Dos años,Sí,Cheque electrónico,99.35,6856.45,No
7794-JASDG,Mes a mes,Sí,Cheque por correo,50.75,50.75,No
7609-YBPXG,Dos años,No,Transferencia bancaria (automática),87.1,4735.2,No
5519-TEEUH,Un año,Sí,Cheque por correo,20.15,682.15,No
7856-GANIL,Un año,Sí,Transferencia bancaria (automática),98.7,4525.8,No
0804-XBFBV,Mes a mes,No,Cheque electrónico,25.2,321.05,No
2676-OXPPQ,Mes a mes,Sí,Transferencia bancaria (automática),55.7,335.65,No
3703-TTEPD,Mes a mes,No,Transferencia bancaria (automática),65.35,1424.4,No
2799-TSLAG,Dos años,Sí,Transferencia bancaria (automática),25.3,1748.55,No
0196-VULGZ,Mes a mes,Sí,Cheque electrónico,84.35,474.9,Sí
8837-VVWLQ,Mes a mes,No,Cheque electrónico,84.95,668.4,Sí
2696-NARTR,Mes a mes,Sí,Cheque electrónico,73.85,926.25,Sí
2208-NKVVH,Dos años,No,Cheque por correo,24.25,1077.95,No
7614-QVWQL,Un año,Sí,Transferencia bancaria (automática),51.8,2541.25,Sí
1976-CFOCS,Mes a mes,No,Cheque electrónico,46.0,46.0,Sí
4631-OACRM,Mes a mes,Sí,Cheque electrónico,79.4,1156.1,Sí
7139-JZFVG,Dos años,No,Transferencia bancaria (automática),60.5,3694.45,No
4987-GQWPO,Mes a mes,No,Tarjeta de crédito (automática),25.1,382.8,No
3755-JBMNH,Mes a mes,Sí,Transferencia bancaria (automática),71.8,1167.8,Sí
1757-TCATG,Un año,No,Transferencia bancaria (automática),20.05,746.75,No
6345-ULYRW,Un año,No,Cheque por correo,88.4,3912.9,Sí
4776-XSKYQ,Un año,No,Tarjeta de crédito (automática),30.25,368.85,No
8048-DSDFQ,Mes a mes,No,Cheque por correo,20.2,20.2,No
5753-QQWPW,Un año,Sí,Cheque electrónico,59.9,1654.7,No
6010-DDPPW,Dos años,No,Transferencia bancaria (automática),25.15,1940.85,No
1809-DMJHQ,Mes a mes,No,Cheque por correo,46.0,221.7,Sí
6693-FRIRW,Mes a mes,No,Tarjeta de crédito (automática),101.3,1794.65,No
6586-MYGKD,Dos años,Sí,Tarjeta de crédito (automática),76.95,5289.8,No
3173-NVMPX,Mes a mes,Sí,Cheque por correo,55.3,501.2,No
0248-PGHBZ,Dos años,Sí,Transferencia bancaria (automática),92.45,6140.85,No
0623-GDISB,Mes a mes,Sí,Transferencia bancaria (automática),48.45,48.45,No
2892-GESUL,Dos años,No,Cheque por correo,19.35,309.25,No
6923-EFPNL,Mes a mes,No,Tarjeta de crédito (automática),51.75,201.1,Sí
7472-EQOAV,Un año,Sí,Transferencia bancaria (automática),86.7,6179.35,No
9574-RKJIF,Mes a mes,Sí,Cheque electrónico,94.4,2838.7,Sí
2043-WVTQJ,Mes a mes,No,Cheque por correo,55.7,55.7,No
8034-RYTVV,Un año,Sí,Tarjeta de crédito (automática),84.25,4589.85,No
3863-QSTYI,Mes a mes,Sí,Cheque electrónico,64.65,3735.45,No
2619-WFQWU,Mes a mes,Sí,Cheque por correo,70.15,70.15,Sí
5044-LRQAQ,Mes a mes,Sí,Transferencia bancaria (automática),69.2,477.55,No
1716-LSAMB,Dos años,No,Transferencia bancaria (automática),54.65,2553.7,No
1333-PBMXB,Un año,Sí,Transferencia bancaria (automática),24.75,1342.15,No
6546-OPBBH,Un año,Sí,Cheque por correo,23.95,1216.35,No
5985-BEHZK,Un año,No,Tarjeta de crédito (automática),105.0,7578.05,No
9127-QRZMH,Un año,Sí,Transferencia bancaria (automática),59.85,2603.95,No
5919-VCZYM,Mes a mes,No,Cheque por correo,20.05,42.7,No
9644-KVCNC,Un año,Sí,Transferencia bancaria (automática),92.15,6056.9,No
2137-DQMEV,Un año,No,Cheque por correo,44.8,2983.65,No
8174-LNWMW,Dos años,No,Tarjeta de crédito (automática),20.9,689.35,No
9279-CJEOJ,Mes a mes,Sí,Transferencia bancaria (automática),95.4,2025.1,No
7964-VEXDG,Mes a mes,No,Cheque electrónico,80.35,1747.2,No
2404-JIBFC,Dos años,Sí,Transferencia bancaria (automática),85.1,4657.95,No
0778-NELLA,Mes a mes,Sí,Tarjeta de crédito (automática),34.7,296.1,Sí
8029-XYPWT,Dos años,Sí,Transferencia bancaria (automática),115.05,8016.6,No
4614-NUVZD,Mes a mes,Sí,Cheque electrónico,81.1,81.1,Sí
4632-PAOYU,Un año,No,Cheque por correo,19.95,433.5,No
3803-KMQFW,Mes a mes,No,Cheque por correo,20.55,20.55,Sí
6804-GDMOI,Dos años,Sí,Cheque electrónico,106.6,6428.4,Sí
2990-OGYTD,Dos años,No,Transferencia bancaria (automática),86.15,5883.85,No
6646-JPPHA,Mes a mes,No,Cheque electrónico,78.85,1043.8,No
9572-MTILT,Mes a mes,Sí,Cheque electrónico,106.75,6252.9,Sí
7658-UYUQS,Mes a mes,No,Transferencia bancaria (automática),86.55,1857.25,No
7880-XSOJX,Mes a mes,No,Cheque por correo,42.4,146.4,No
9611-CTWIH,Mes a mes,Sí,Cheque electrónico,89.45,240.45,Sí
4589-IUAJB,Dos años,No,Transferencia bancaria (automática),24.25,1724.15,No
0329-GTIAJ,Mes a mes,Sí,Cheque electrónico,97.9,315.3,Sí
8746-BFOAJ,Un año,No,Transferencia bancaria (automática),20.5,429.55,No
8457-XIGKN,Mes a mes,Sí,Tarjeta de crédito (automática),19.6,356.15,No
6072-NUQCB,Un año,No,Transferencia bancaria (automática),20.25,488.25,No
6629-CZTTH,Mes a mes,Sí,Cheque por correo,55.7,55.7,Sí
8838-GPHZP,Dos años,Sí,Cheque por correo,20.6,1298.7,No
8750-QWZAJ,Dos años,No,Transferencia bancaria (automática),19.8,1378.75,No
5364-EVNIB,Mes a mes,Sí,Cheque electrónico,79.8,973.45,Sí
6918-UMQCG,Mes a mes,No,Cheque electrónico,80.2,384.25,No
0675-NCDYU,Dos años,Sí,Tarjeta de crédito (automática),116.4,8543.25,No
6339-DKLMK,Mes a mes,Sí,Cheque electrónico,31.65,389.95,No
1346-PJWTK,Mes a mes,No,Tarjeta de crédito (automática),94.15,5731.85,No
5088-QZLRL,Mes a mes,No,Cheque electrónico,20.65,20.65,No
8023-QHAIO,Mes a mes,Sí,Transferencia bancaria (automática),76.85,4275.75,No
4397-FRLTA,Mes a mes,No,Cheque por correo,20.15,84.5,No
3057-VJJQE,Dos años,No,Cheque por correo,55.25,1924.1,No
5087-SUURX,Mes a mes,Sí,Cheque electrónico,39.05,669.85,Sí
2302-OUZXB,Dos años,No,Transferencia bancaria (automática),82.15,5784.3,No
8133-ANHHJ,Un año,No,Transferencia bancaria (automática),103.0,5166.2,No
2270-CHBFN,Mes a mes,Sí,Tarjeta de crédito (automática),95.1,4060.55,No
0013-EXCHZ,Mes a mes,Sí,Cheque por correo,83.9,267.4,Sí
5982-FPVQN,Mes a mes,Sí,Cheque electrónico,95.15,3532.85,No
9107-UKCKY,Un año,Sí,Cheque electrónico,79.8,4914.8,No
4654-ULTTN,Dos años,Sí,Tarjeta de crédito (automática),74.8,5315.8,No
5550-VFRLC,Mes a mes,Sí,Cheque electrónico,69.85,69.85,Sí
5546-BYZSM,Mes a mes,No,Cheque electrónico,20.45,775.6,No
1492-KGETH,Un año,No,Transferencia bancaria (automática),78.35,5445.95,No
4929-BSTRX,Mes a mes,Sí,Cheque por correo,53.55,53.55,Sí
4163-HFTUK,Un año,No,Cheque electrónico,19.1,1007.8,No
8215-NGSPE,Dos años,No,Cheque por correo,20.0,833.55,No
2225-ZRGSG,Dos años,No,Transferencia bancaria (automática),93.9,6579.05,Sí
8859-YSTWS,Un año,No,Transferencia bancaria (automática),19.95,1004.5,No
5271-YNWVR,Dos años,Sí,Cheque electrónico,113.15,7856.0,Sí
7601-DHFWZ,Dos años,No,Tarjeta de crédito (automática),24.0,1183.05,No
2657-ALMWY,Mes a mes,No,Cheque electrónico,84.95,2169.75,Sí
6330-JKLPC,Mes a mes,Sí,Transferencia bancaria (automática),80.5,896.9,Sí
4667-OHGKG,Mes a mes,Sí,Cheque por correo,19.3,19.3,Sí
1998-VHJHK,Un año,No,Cheque por correo,19.15,501.35,No
1707-HABPF,Un año,Sí,Transferencia bancaria (automática),91.3,4126.35,No
1660-HSOOQ,Mes a mes,Sí,Cheque por correo,49.65,49.65,Sí
7253-UVNDW,Dos años,No,Tarjeta de crédito (automática),54.35,2460.15,Sí
0487-VVUVK,Mes a mes,Sí,Cheque por correo,19.15,477.6,No
7228-OMTPN,Mes a mes,Sí,Cheque electrónico,88.45,370.65,Sí
5063-IUOKK,Dos años,No,Cheque por correo,19.75,265.75,No
4508-OEBEY,Un año,Sí,Tarjeta de crédito (automática),75.5,2424.45,No
0027-KWYKW,Mes a mes,Sí,Cheque electrónico,83.75,1849.95,No
2308-STERM,Mes a mes,No,Cheque por correo,19.4,61.05,No
5982-XMDEX,Dos años,No,Transferencia bancaria (automática),26.5,1698.55,No
6284-AHOOQ,Mes a mes,Sí,Transferencia bancaria (automática),90.5,1910.6,Sí
6051-PTVNS,Un año,No,Tarjeta de crédito (automática),19.15,998.1,No
2344-JMOGN,Mes a mes,Sí,Cheque por correo,94.85,890.6,Sí
3799-ISUZQ,Mes a mes,Sí,Transferencia bancaria (automática),69.95,529.5,Sí
2877-VDUER,Un año,No,Cheque por correo,40.9,1383.6,No
9152-AMKAK,Dos años,Sí,Cheque por correo,80.25,493.4,No
1794-HBQTJ,Mes a mes,Sí,Tarjeta de crédito (automática),48.6,48.6,Sí
9432-VOFYX,Mes a mes,Sí,Cheque electrónico,70.8,1207.0,No
8049-WJCLQ,Mes a mes,No,Cheque por correo,60.2,563.5,No
6586-PSJOX,Un año,No,Tarjeta de crédito (automática),55.2,864.55,
2460-FPSYH,Mes a mes,Sí,Cheque electrónico,55.8,2109.35,Sí
9705-ZJBCG,Un año,No,Transferencia bancaria (automática),54.15,701.05,No
4818-DRBQT,Mes a mes,Sí,Transferencia bancaria (automática),80.15,2265.25,Sí
1320-HTRDR,Mes a mes,Sí,Cheque electrónico,75.5,220.6,Sí
