ID_cliente,Servicio_telefonico,Lineas_multiples,Servicio_internet,Seguridad_en_linea,Copia_seguridad,Proteccion_dispositivo,Soporte_tecnico,Streaming_TV,Streaming_peliculas
4067-HLYQI,Sí,No,Fibra óptica,No,No,No,No,No,No
5124-EOGYE,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
5057-RKGLH,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
0292-WEGCH,Sí,Sí,DSL,No,Sí,Sí,Sí,Sí,Sí
8910-ICHIU,Sí,No,Fibra óptica,Sí,Sí,Sí,No,Sí,No
4097-YODCF,Sí,Sí,Fibra óptica,Sí,Sí,No,No,Sí,Sí
9715-WZCLW,Sí,Sí,Fibra óptica,Sí,No,No,No,Sí,Sí
9786-YWNHU,Sí,No,DSL,Sí,Sí,Sí,Sí,No,No
6407-GSJNL,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
6005-OBZPH,Sí,Sí,Fibra óptica,No,Sí,No,No,Sí,No
4049-ZPALD,Sí,No,Fibra óptica,Sí,No,Sí,No,Sí,Sí
7932-WPTDS,No,Sin servicio telefónico,DSL,No,No,No,No,No,No
2569-WGERO,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
3733-UOCWF,Sí,Sí,Fibra óptica,No,Sí,No,Sí,No,No
6833-JMZYP,Sí,No,Fibra óptica,No,No,Sí,No,Sí,Sí
2722-VOJQL,Sí,Sí,Fibra óptica,No,Sí,No,Sí,Sí,Sí
1310-QRITU,Sí,Sí,DSL,No,No,No,No,No,No
8961-QDZZJ,Sí,No,Fibra óptica,No,Sí,No,No,Sí,Sí
9715-SBVSU,Sí,No,DSL,Sí,Sí,No,No,No,Sí
8490-BXHEO,Sí,Sí,Fibra óptica,No,Sí,No,No,No,No
7173-TETGO,Sí,Sí,Fibra óptica,Sí,No,No,No,No,No
7929-SKFGK,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí
2300-RQGOI,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
3563-SVYLG,Sí,No,DSL,Sí,Sí,Sí,Sí,No,No
5228-EXCET,Sí,No,Fibra óptica,No,No,No,No,No,Sí
6435-VWCCY,Sí,Sí,Fibra óptica,Sí,Sí,No,No,Sí,No
4998-IKFSE,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,Sí
8630-QSGXK,Sí,Sí,DSL,No,No,No,Sí,Sí,Sí
2455-USLMV,Sí,Sí,Fibra óptica,Sí,No,Sí,No,No,No
7394-FKDNK,Sí,No,Fibra óptica,No,No,No,No,Sí,Sí
9488-FVZCC,Sí,Sí,DSL,Sí,Sí,Sí,Sí,No,Sí
6331-LWDTQ,Sí,Sí,DSL,No,No,No,No,Sí,Sí
5995-WWKKG,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
1597-FZREH,Sí,No,DSL,No,No,Sí,Sí,Sí,Sí
7879-CGSFV,Sí,No,Fibra óptica,Sí,Sí,No,No,Sí,Sí
9921-EZKBY,Sí,Sí,Fibra óptica,Sí,No,Sí,No,No,Sí
7432-FFVAR,Sí,No,Fibra óptica,No,No,Sí,Sí,No,Sí
7246-ZGQDF,Sí,No,DSL,Sí,No,No,Sí,No,No
7000-WCEVQ,Sí,Sí,DSL,No,No,No,No,No,Sí
0727-IWKVK,Sí,No,Fibra óptica,No,Sí,Sí,No,No,No
5959-BELXA,Sí,Sí,Fibra óptica,No,No,No,No,Sí,Sí
4456-RHSNB,Sí,No,DSL,No,No,Sí,No,No,No
3512-IZIKN,Sí,Sí,DSL,Sí,No,Sí,Sí,No,No
2481-SBOYW,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
7109-MFBYV,Sí,No,DSL,No,No,No,No,No,No
1833-TCXKK,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí
1832-PEUTS,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,No
6141-OOXUQ,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
8660-BUETV,Sí,No,DSL,No,No,No,No,No,No
0580-PIQHM,Sí,Sí,Fibra óptica,Sí,Sí,Sí,No,No,Sí
5696-CEIQJ,Sí,No,Fibra óptica,No,Sí,Sí,Sí,Sí,Sí
7503-ZGUZJ,Sí,Sí,Fibra óptica,No,No,No,No,Sí,No
1696-HXOWK,Sí,Sí,Fibra óptica,Sí,Sí,No,No,Sí,No
3026-ATZYV,Sí,No,DSL,Sí,Sí,No,No,Sí,Sí
4012-YCFAI,Sí,No,DSL,Sí,Sí,No,Sí,No,No
2506-TNFCO,Sí,No,Fibra óptica,No,No,No,No,No,No
9970-QBCDA,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
8718-PTMEZ,No,Sin servicio telefónico,DSL,No,Sí,No,No,No,No
9496-IVVRP,Sí,No,DSL,Sí,No,No,No,No,No
2207-OBZNX,Sí,No,DSL,Sí,No,No,No,No,No
2657-VPXTA,Sí,No,Fibra óptica,No,No,No,No,Sí,Sí
6551-VLJMV,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
1221-GHZEP,Sí,No,DSL,Sí,No,No,Sí,No,Sí
9289-LBQVU,Sí,Sí,DSL,No,Sí,No,Sí,No,Sí
6142-VSJQO,Sí,No,DSL,No,No,No,No,No,No
3458-IDMFK,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
6933-FHBZC,Sí,No,DSL,No,Sí,Sí,No,No,No
0221-NAUXK,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
9770-KXGQU,Sí,Sí,Fibra óptica,Sí,Sí,Sí,No,Sí,No
6437-UKHMV,Sí,No,Fibra óptica,No,No,No,No,Sí,No
6538-POCHL,Sí,No,Fibra óptica,No,Sí,Sí,No,No,No
6726-NNFWD,Sí,No,Fibra óptica,No,Sí,Sí,No,No,Sí
3002-WQZWT,Sí,Sí,Fibra óptica,No,No,No,No,No,No
4277-UDIEF,Sí,Sí,DSL,Sí,No,No,Sí,Sí,Sí
1208-NBVFH,Sí,No,DSL,No,No,Sí,No,No,No
4912-PIGUY,Sí,Sí,Fibra óptica,No,No,No,No,Sí,No
9402-ORRAH,Sí,No,Fibra óptica,No,No,No,No,Sí,Sí
9277-JOOMO,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
1114-CENIM,Sí,Sí,DSL,No,Sí,No,No,No,No
6060-DRTNL,Sí,No,Fibra óptica,No,No,Sí,No,Sí,No
2725-TTRIQ,Sí,Sí,DSL,Sí,No,Sí,Sí,Sí,Sí
3374-TTZTK,Sí,No,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí
8990-ZXLSU,Sí,No,Fibra óptica,No,No,No,No,No,No
2275-RBYQS,Sí,No,DSL,No,No,No,No,No,No
8473-VUVJN,Sí,Sí,Fibra óptica,No,No,No,No,No,No
6289-CPNLD,Sí,No,DSL,No,No,Sí,Sí,Sí,Sí
5536-SLHPM,Sí,Sí,Fibra óptica,No,No,Sí,No,No,No
4419-UJMUS,Sí,Sí,Fibra óptica,No,No,No,Sí,Sí,Sí
7794-JASDG,Sí,No,DSL,Sí,No,No,No,No,No
7609-YBPXG,Sí,Sí,DSL,Sí,No,Sí,Sí,Sí,Sí
5519-TEEUH,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
7856-GANIL,Sí,Sí,Fibra óptica,No,Sí,Sí,Sí,Sí,No
0804-XBFBV,No,Sin servicio telefónico,DSL,No,No,No,No,No,No
2676-OXPPQ,Sí,No,DSL,Sí,Sí,No,No,No,No
3703-TTEPD,Sí,No,DSL,Sí,No,Sí,No,Sí,No
2799-TSLAG,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
0196-VULGZ,Sí,Sí,Fibra óptica,No,No,No,No,No,Sí
8837-VVWLQ,Sí,No,Fibra óptica,Sí,No,No,No,Sí,No
2696-NARTR,Sí,No,Fibra óptica,No,No,No,Sí,No,No
2208-NKVVH,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
7614-QVWQL,No,Sin servicio telefónico,DSL,No,Sí,No,No,Sí,Sí
1976-CFOCS,Sí,No,DSL,No,No,No,No,No,No
4631-OACRM,Sí,No,Fibra óptica,No,No,No,No,No,Sí
7139-JZFVG,Sí,No,DSL,Sí,Sí,Sí,No,No,No
4987-GQWPO,No,Sin servicio telefónico,DSL,No,No,No,No,No,No
3755-JBMNH,Sí,No,Fibra óptica,No,No,No,No,No,No
1757-TCATG,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
6345-ULYRW,Sí,Sí,Fibra óptica,No,Sí,No,No,No,Sí
4776-XSKYQ,No,Sin servicio telefónico,DSL,No,No,No,Sí,No,No
8048-DSDFQ,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
5753-QQWPW,Sí,No,DSL,Sí,Sí,No,Sí,No,No
6010-DDPPW,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
1809-DMJHQ,Sí,No,DSL,No,No,No,No,No,No
6693-FRIRW,Sí,No,Fibra óptica,No,Sí,Sí,No,Sí,Sí
6586-MYGKD,Sí,Sí,DSL,Sí,No,No,Sí,Sí,Sí
3173-NVMPX,Sí,Sí,DSL,No,Sí,No,No,No,No
0248-PGHBZ,Sí,No,Fibra óptica,Sí,Sí,No,Sí,Sí,No
0623-GDISB,Sí,No,DSL,Sí,No,No,No,No,No
2892-GESUL,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
6923-EFPNL,Sí,Sí,DSL,No,No,No,No,No,No
7472-EQOAV,Sí,No,Fibra óptica,Sí,Sí,Sí,No,No,No
9574-RKJIF,Sí,Sí,Fibra óptica,Sí,Sí,No,No,Sí,No
2043-WVTQJ,Sí,No,DSL,Sí,No,Sí,No,No,No
8034-RYTVV,Sí,Sí,Fibra óptica,Sí,No,Sí,No,No,No
3863-QSTYI,Sí,No,DSL,No,No,Sí,Sí,Sí,No
2619-WFQWU,Sí,No,Fibra óptica,No,No,No,No,No,No
5044-LRQAQ,Sí,No,Fibra óptica,No,No,No,No,No,No
1716-LSAMB,Sí,No,DSL,Sí,No,No,Sí,No,No
1333-PBMXB,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
6546-OPBBH,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
5985-BEHZK,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí
9127-QRZMH,Sí,No,DSL,Sí,Sí,No,Sí,No,No
5919-VCZYM,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
9644-KVCNC,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,No
2137-DQMEV,No,Sin servicio telefónico,DSL,Sí,Sí,No,No,Sí,No
8174-LNWMW,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
9279-CJEOJ,Sí,Sí,Fibra óptica,No,No,No,No,Sí,Sí
7964-VEXDG,Sí,Sí,Fibra óptica,Sí,No,No,No,No,No
2404-JIBFC,Sí,Sí,DSL,Sí,No,Sí,Sí,Sí,Sí
0778-NELLA,No,Sin servicio telefónico,DSL,No,No,No,No,Sí,No
8029-XYPWT,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí
4614-NUVZD,Sí,No,Fibra óptica,No,No,No,No,No,Sí
4632-PAOYU,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
3803-KMQFW,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
6804-GDMOI,Sí,Sí,Fibra óptica,No,No,Sí,Sí,Sí,Sí
2990-OGYTD,Sí,Sí,DSL,No,Sí,Sí,Sí,Sí,Sí
6646-JPPHA,Sí,No,Fibra óptica,Sí,Sí,No,No,No,No
9572-MTILT,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,No
7658-UYUQS,Sí,No,Fibra óptica,No,No,Sí,No,Sí,No
7880-XSOJX,No,Sin servicio telefónico,DSL,Sí,Sí,No,Sí,No,No
9611-CTWIH,Sí,No,Fibra óptica,No,No,No,No,Sí,Sí
4589-IUAJB,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
0329-GTIAJ,Sí,No,Fibra óptica,No,Sí,No,Sí,Sí,Sí
8746-BFOAJ,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
8457-XIGKN,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
6072-NUQCB,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
6629-CZTTH,Sí,No,DSL,No,No,No,No,No,Sí
8838-GPHZP,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
8750-QWZAJ,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
5364-EVNIB,Sí,No,Fibra óptica,No,Sí,Sí,No,No,No
6918-UMQCG,Sí,No,Fibra óptica,No,No,No,No,Sí,No
0675-NCDYU,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí
6339-DKLMK,No,Sin servicio telefónico,DSL,No,Sí,No,No,No,No
1346-PJWTK,Sí,No,Fibra óptica,No,Sí,Sí,Sí,No,Sí
5088-QZLRL,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
8023-QHAIO,Sí,Sí,Fibra óptica,No,No,No,Sí,No,No
4397-FRLTA,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
3057-VJJQE,Sí,Sí,DSL,Sí,No,No,No,No,No
5087-SUURX,No,Sin servicio telefónico,DSL,No,No,Sí,No,Sí,No
2302-OUZXB,Sí,Sí,DSL,No,Sí,Sí,No,Sí,Sí
8133-ANHHJ,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,No,Sí
2270-CHBFN,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,No,No
0013-EXCHZ,Sí,No,Fibra óptica,No,No,No,Sí,Sí,No
5982-FPVQN,Sí,Sí,Fibra óptica,No,Sí,Sí,No,No,Sí
9107-UKCKY,Sí,Sí,DSL,No,Sí,Sí,No,Sí,Sí
4654-ULTTN,Sí,Sí,DSL,Sí,No,Sí,Sí,No,Sí
5550-VFRLC,Sí,No,Fibra óptica,No,No,No,No,No,No
5546-BYZSM,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
1492-KGETH,Sí,Sí,DSL,Sí,Sí,Sí,Sí,No,Sí
4929-BSTRX,Sí,No,DSL,No,No,No,No,Sí,No
4163-HFTUK,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
8215-NGSPE,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
2225-ZRGSG,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,No,No
8859-YSTWS,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
5271-YNWVR,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí
7601-DHFWZ,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
2657-ALMWY,Sí,No,Fibra óptica,No,Sí,No,No,No,Sí
6330-JKLPC,Sí,Sí,Fibra óptica,No,Sí,No,No,No,No
4667-OHGKG,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
1998-VHJHK,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
1707-HABPF,Sí,No,Fibra óptica,No,Sí,Sí,No,Sí,No
1660-HSOOQ,Sí,No,DSL,No,No,Sí,No,No,No
7253-UVNDW,Sí,No,DSL,No,No,Sí,Sí,No,No
0487-VVUVK,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
7228-OMTPN,Sí,No,Fibra óptica,No,No,No,No,Sí,Sí
5063-IUOKK,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
4508-OEBEY,Sí,No,DSL,Sí,Sí,Sí,Sí,No,Sí
0027-KWYKW,Sí,Sí,Fibra óptica,No,No,No,No,Sí,No
2308-STERM,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
5982-XMDEX,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
6284-AHOOQ,Sí,Sí,Fibra óptica,No,No,No,Sí,Sí,No
6051-PTVNS,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
2344-JMOGN,Sí,No,Fibra óptica,No,Sí,Sí,Sí,Sí,No
3799-ISUZQ,Sí,No,Fibra óptica,No,No,No,No,No,No
2877-VDUER,No,Sin servicio telefónico,DSL,No,No,No,Sí,Sí,No
9152-AMKAK,Sí,No,DSL,Sí,No,Sí,Sí,Sí,Sí
1794-HBQTJ,Sí,No,DSL,Sí,No,No,No,No,No
9432-VOFYX,Sí,No,Fibra óptica,No,No,No,No,No,No
8049-WJCLQ,Sí,No,DSL,No,No,Sí,No,Sí,No
6586-PSJOX,Sí,No,DSL,No,No,Sí,Sí,No,No
2460-FPSYH,No,Sin servicio telefónico,DSL,Sí,Sí,No,No,Sí,Sí
9705-ZJBCG,Sí,No,DSL,Sí,No,No,Sí,No,No
4818-DRBQT,Sí,Sí,Fibra óptica,No,Sí,No,No,No,No
1320-HTRDR,Sí,Sí,Fibra óptica,No,No,No,No,No,No
6847-KJLTS,Sí,Sí,Fibra óptica,No,No,No,Sí,Sí,Sí
9670-BPNXF,Sí,No,DSL,Sí,Sí,No,Sí,No,No
3913-FCUUW,Sí,Sí,DSL,Sí,Sí,Sí,Sí,No,No
3301-VKTGC,Sí,Sí,Fibra óptica,Sí,Sí,No,No,No,No
1493-AMTIE,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
9555-SAHUZ,Sí,No,DSL,Sí,Sí,No,No,No,No
0816-TSPHQ,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
9932-WBWIK,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
4619-EVPHY,Sí,No,Fibra óptica,No,No,No,No,Sí,Sí
5286-YHCVC,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí
6424-ELEYH,Sí,Sí,Fibra óptica,No,No,No,No,No,No
4391-RESHN,Sí,Sí,Fibra óptica,No,No,Sí,Sí,Sí,Sí
9115-YQHGA,Sí,No,DSL,No,No,No,Sí,No,No
4462-CYWMH,Sí,Sí,Fibra óptica,No,Sí,No,No,No,Sí
8963-MQVYN,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
2458-EOMRE,Sí,No,DSL,Sí,No,Sí,No,No,Sí
9334-GWGOW,Sí,Sí,Fibra óptica,No,No,No,No,No,No
6821-BUXUX,Sí,Sí,Fibra óptica,Sí,Sí,No,No,Sí,No
5028-HTLJB,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
9801-GDWGV,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí
6542-LWGXJ,No,Sin servicio telefónico,DSL,No,No,No,No,No,No
5567-GZKQY,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
1222-LRYKO,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
2320-JRSDE,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
2087-QAREY,Sí,No,DSL,No,Sí,Sí,No,No,No
0601-WZHJF,No,Sin servicio telefónico,DSL,No,No,No,No,Sí,Sí
4423-JWZJN,Sí,Sí,Fibra óptica,No,No,Sí,No,No,Sí
5143-WMWOG,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
6490-FGZAT,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
5393-RXQSZ,Sí,No,Fibra óptica,No,No,No,No,No,Sí
7452-FOLON,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
2320-TZRRH,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
0231-LXVAP,Sí,No,Fibra óptica,No,No,No,Sí,No,No
9444-JTXHZ,Sí,No,Fibra óptica,No,No,Sí,No,No,No
4942-VZZOM,Sí,Sí,DSL,Sí,No,No,No,Sí,No
5510-BOIUJ,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
7502-BNYGS,Sí,No,DSL,No,Sí,No,No,Sí,Sí
4291-HYEBC,No,Sin servicio telefónico,DSL,No,Sí,No,No,No,Sí
6147-CBCRA,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
6047-SUHPR,Sí,No,DSL,Sí,Sí,Sí,No,No,No
4471-KXAUH,Sí,Sí,Fibra óptica,No,No,Sí,Sí,No,No
9752-ZNQUT,Sí,No,DSL,No,Sí,No,No,No,No
7638-QVMVY,Sí,No,Fibra óptica,No,No,No,No,Sí,No
1576-PFZIW,Sí,No,Fibra óptica,Sí,Sí,Sí,No,Sí,Sí
5666-MBJPT,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
7312-XSBAT,Sí,No,DSL,Sí,No,No,No,No,No
3096-GKWEB,Sí,Sí,Fibra óptica,No,No,No,No,Sí,Sí
2371-JQHZZ,Sí,Sí,Fibra óptica,No,No,No,No,Sí,Sí
0674-GCDXG,Sí,Sí,DSL,Sí,No,Sí,Sí,No,Sí
1121-QSIVB,Sí,Sí,DSL,No,Sí,No,No,Sí,Sí
4396-KLSEH,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
3244-DCJWY,Sí,No,Fibra óptica,No,No,No,No,No,No
2824-MYYBN,Sí,Sí,Fibra óptica,No,No,No,No,Sí,Sí
0875-CABNR,Sí,No,Fibra óptica,No,No,Sí,No,No,Sí
6345-HOVES,No,Sin servicio telefónico,DSL,No,No,No,No,No,No
8318-LCNBW,No,Sin servicio telefónico,DSL,Sí,No,Sí,No,Sí,Sí
6469-QJKZW,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
0147-ESWWR,Sí,Sí,Fibra óptica,No,No,No,Sí,Sí,Sí
1217-VASWC,Sí,No,Fibra óptica,No,Sí,Sí,No,Sí,Sí
7812-FZHPE,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
8952-WCVCD,Sí,No,Fibra óptica,Sí,Sí,Sí,No,Sí,Sí
6370-ZVHDV,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
5915-DGNVC,Sí,Sí,DSL,Sí,Sí,Sí,No,No,Sí
6260-XLACS,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
3566-CAAYU,No,Sin servicio telefónico,DSL,No,Sí,Sí,Sí,No,Sí
4983-CCWMC,Sí,No,Fibra óptica,No,No,No,No,No,No
9103-CXVOK,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
2896-TBNBE,Sí,No,Fibra óptica,No,Sí,Sí,No,No,No
4797-AXPXK,Sí,No,DSL,Sí,Sí,No,Sí,No,No
5229-PRWKT,Sí,Sí,Fibra óptica,No,No,No,No,No,Sí
6982-UQZLY,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
2522-WLNSF,Sí,No,DSL,No,No,Sí,Sí,Sí,No
3841-CONLJ,No,Sin servicio telefónico,DSL,No,No,No,No,No,Sí
