ID_cliente,Genero,Edad,Pareja,Dependientes,Año,Mes,Dia,Antiguedad(meses)
7718-UPSKJ,Mujer,46,Sí,No,2024,6,3,69
8731-WBBMB,Mujer,65,Sí,No,2023,11,2,26
1448-CYWKC,Mujer,31,Sí,Sí,2024,7,28,58
7901-IIDQV,Hombre,68,,No,2023,6,3,24
2690-DVRVK,Hombre,73,Sí,Sí,2024,7,21,5
5688-KZTSN,Hombre,26,Sí,Sí,2024,4,21,15
1270-XKUCC,Mujer,37,Sí,Sí,2023,7,28,30
0334-ZFJSR,Mujer,51,Sí,No,2024,1,19,55
2894-QOJRX,Mujer,64,Sí,No,2024,3,9,25
5747-PMBSQ,Hombre,66,Sí,No,2023,3,14,10
5583-EJXRD,Hombre,62,Sí,Sí,2023,7,1,44
4565-EVZMJ,Mujer,71,No,No,2023,3,30,47
3143-JQEGI,Mujer,47,,Sí,2024,2,23,13
6386-SZZKH,Mujer,30,Sí,Sí,2023,12,4,49
3327-YBAKM,Mujer,33,Sí,No,2023,8,31,64
9441-QHEVC,Hombre,24,No,No,2023,5,30,1
6705-LNMDD,Hombre,43,No,No,2023,11,7,20
2580-ASVVY,Mujer,27,Sí,No,2023,8,22,37
3370-GQEAL,Hombre,20,Sí,Sí,2023,10,31,30
5032-USPKF,Mujer,22,No,No,2024,5,4,38
2982-IHMFT,Mujer,65,No,No,2023,12,6,1
3521-SYVOR,Mujer,66,No,No,2024,7,30,37
4254-QPEDE,Mujer,26,Sí,No,2023,1,20,52
6283-GITPX,Hombre,56,No,Sí,2024,3,30,71
9526-JAWYF,Hombre,72,No,No,2023,4,7,26
0771-CHWSK,Hombre,22,No,No,2023,12,9,66
9788-HNGUT,Hombre,57,Sí,No,2023,12,3,72
9495-REDIY,Hombre,53,No,Sí,2023,9,22,25
5375-XLDOF,Hombre,49,Sí,Sí,2024,4,26,69
1172-VIYBP,Hombre,35,Sí,Sí,2023,10,22,53
5649-VUKMC,Mujer,56,No,No,2023,6,8,12
6559-PDZLR,Hombre,62,No,No,2023,5,2,26
8992-OBVDG,Hombre,25,No,No,2024,7,8,21
4273-MBHYA,Mujer,22,No,Sí,2023,11,26,1
4724-WXVWF,Hombre,45,No,No,2023,3,29,48
5701-GUXDC,Mujer,50,Sí,,2023,5,10,26
1460-UZPRJ,Hombre,24,Sí,No,2024,2,23,60
6082-GLJIX,Hombre,21,No,No,2024,5,10,18
5143-EGQFK,Mujer,25,No,No,2024,7,4,10
4919-IKATY,Hombre,72,Sí,Sí,2023,5,30,5
2495-TTHBQ,Mujer,57,No,Sí,2023,6,3,4
0485-ZBSLN,Hombre,48,Sí,Sí,2024,4,25,65
3810-PJUHR,Hombre,23,Sí,Sí,2023,4,21,70
9050-QLROH,Hombre,47,No,No,2024,6,24,18
0847-HGRML,Hombre,36,No,Sí,2023,12,20,62
8232-CTLKO,Mujer,45,Sí,,2023,12,22,66
9227-YBAXE,Mujer,39,Sí,Sí,2023,3,23,65
6168-WFVVF,Mujer,48,No,No,2023,12,8,3
9860-LISIZ,Mujer,70,No,No,2024,5,22,34
0112-QAWRZ,Hombre,28,Sí,Sí,2024,1,8,16
0877-SDMBN,Mujer,70,No,No,2024,7,2,54
2786-GCDPI,Mujer,74,No,No,2024,8,17,50
4043-MKDTV,Hombre,26,Sí,No,2024,2,5,71
8065-YKXKD,Mujer,28,No,No,2023,9,9,10
9637-EIHEQ,Mujer,46,No,No,2023,4,5,1
9229-RQABD,Hombre,46,No,No,2023,8,29,18
8313-KTIHG,Hombre,30,No,No,2024,1,14,4
5320-BRKGK,Mujer,34,Sí,Sí,2023,3,26,58
6284-KMNUF,Mujer,33,Sí,No,2024,8,28,56
9689-PTNPG,Hombre,42,No,No,2023,7,26,2
9465-RWMXL,Hombre,67,Sí,No,2023,6,29,32
6229-UOLQL,Hombre,49,Sí,Sí,2024,2,25,56
2362-IBOOY,Hombre,55,No,No,2023,6,23,36
3137-LUPIX,Mujer,60,No,No,2023,9,22,4
0843-WTBXE,Hombre,44,No,No,2023,8,22,53
6143-JQKEA,Hombre,23,No,No,2023,11,10,10
5138-WVKYJ,Hombre,66,No,No,2024,7,29,10
8676-OOQEJ,Hombre,72,No,No,2023,1,22,4
5515-IDEJJ,Hombre,61,Sí,Sí,2024,5,4,1
9701-CDXHR,Mujer,59,Sí,No,2023,3,23,51
7450-NWRTR,Hombre,45,No,No,2024,8,28,12
8124-NZVGJ,Mujer,42,No,No,2023,12,9,6
2162-FRZAA,Hombre,22,Sí,Sí,2024,5,2,63
5376-DEQCP,Mujer,37,No,No,2023,1,29,1
5118-MUEYH,Mujer,51,Sí,No,2024,7,12,48
9095-HFAFX,Mujer,39,No,No,2024,5,11,5
5627-TVBPP,Mujer,54,No,Sí,2023,9,20,35
2379-ENZGV,Hombre,40,No,No,2023,8,9,6
3936-QQFLL,Hombre,49,No,No,2023,2,25,2
2589-AYCRP,Mujer,56,No,No,2023,8,25,50
4067-HLYQI,Mujer,24,No,No,2023,3,30,33
5124-EOGYE,Hombre,36,No,No,2024,5,16,31
5057-RKGLH,Mujer,43,Sí,Sí,2023,11,25,9
0292-WEGCH,Mujer,29,Sí,Sí,2023,8,22,54
8910-ICHIU,Mujer,37,No,No,2023,11,24,46
4097-YODCF,Hombre,23,No,,2024,2,8,34
9715-WZCLW,Hombre,37,Sí,Sí,2023,6,5,71
9786-YWNHU,Mujer,32,Sí,Sí,2023,10,1,63
6407-GSJNL,Mujer,34,No,No,2024,3,21,51
6005-OBZPH,Mujer,67,No,No,2024,3,22,26
4049-ZPALD,Mujer,27,Sí,No,2023,9,7,64
7932-WPTDS,Mujer,47,Sí,No,2024,5,8,1
2569-WGERO,Mujer,30,No,No,2023,3,23,72
3733-UOCWF,Hombre,35,Sí,No,2023,10,15,61
6833-JMZYP,Mujer,24,No,No,2023,10,27,15
2722-VOJQL,Hombre,26,No,No,2023,3,23,64
1310-QRITU,Mujer,61,No,No,2024,6,29,18
8961-QDZZJ,Mujer,24,Sí,Sí,2023,8,31,57
9715-SBVSU,Hombre,58,Sí,Sí,2023,5,22,14
8490-BXHEO,Hombre,59,No,No,2023,11,27,18
7173-TETGO,Mujer,32,Sí,No,2023,2,7,72
7929-SKFGK,Hombre,34,Sí,No,2024,1,28,70
2300-RQGOI,Mujer,70,No,No,2024,6,9,38
3563-SVYLG,Hombre,24,Sí,Sí,2024,6,29,68
5228-EXCET,Hombre,26,No,,2023,5,2,13
6435-VWCCY,Hombre,27,Sí,,2023,3,12,65
4998-IKFSE,Mujer,37,No,No,2024,6,5,30
8630-QSGXK,Hombre,36,Sí,No,2023,4,14,51
2455-USLMV,Mujer,72,No,No,2023,11,29,31
7394-FKDNK,Mujer,71,Sí,No,2024,7,25,9
9488-FVZCC,Mujer,46,Sí,Sí,2023,9,23,72
6331-LWDTQ,Hombre,42,No,No,2023,8,3,10
5995-WWKKG,Mujer,57,No,No,2024,8,1,37
1597-FZREH,Mujer,55,No,No,2023,6,25,2
7879-CGSFV,Hombre,35,No,No,2024,6,25,55
9921-EZKBY,Hombre,44,No,Sí,2024,2,18,33
7432-FFVAR,Mujer,52,Sí,Sí,2023,11,4,46
7246-ZGQDF,Mujer,75,No,,2024,6,28,1
7000-WCEVQ,Mujer,63,No,No,2023,2,27,20
0727-IWKVK,Hombre,54,Sí,,2023,6,3,9
5959-BELXA,Hombre,53,No,No,2023,9,28,32
4456-RHSNB,Mujer,21,Sí,Sí,2023,2,8,19
3512-IZIKN,Mujer,64,Sí,No,2024,7,20,70
2481-SBOYW,Mujer,28,No,Sí,2023,8,28,61
7109-MFBYV,Hombre,53,No,No,2024,8,21,26
1833-TCXKK,Hombre,41,Sí,No,2023,7,8,45
1832-PEUTS,Hombre,38,Sí,Sí,2024,2,26,62
6141-OOXUQ,Hombre,35,No,No,2024,1,28,1
8660-BUETV,Mujer,64,No,No,2023,3,5,3
0580-PIQHM,Mujer,43,Sí,Sí,2023,9,22,41
5696-CEIQJ,Hombre,69,Sí,Sí,2023,3,8,67
7503-ZGUZJ,Hombre,61,No,No,2024,8,4,1
1696-HXOWK,Mujer,38,Sí,No,2024,1,31,71
3026-ATZYV,Mujer,29,Sí,Sí,2024,4,20,37
4012-YCFAI,Hombre,63,Sí,No,2024,7,22,60
2506-TNFCO,Mujer,68,Sí,No,2023,9,5,1
9970-QBCDA,Mujer,63,No,No,2023,12,9,6
8718-PTMEZ,Mujer,55,No,,2024,1,30,13
9496-IVVRP,Mujer,44,Sí,Sí,2024,3,29,11
2207-OBZNX,Hombre,31,,No,2023,9,28,7
2657-VPXTA,Mujer,29,Sí,,2023,12,6,10
6551-VLJMV,Hombre,57,Sí,No,2023,1,26,34
1221-GHZEP,Mujer,70,No,No,2024,6,25,62
9289-LBQVU,Hombre,36,Sí,No,2024,2,2,64
6142-VSJQO,Mujer,21,Sí,Sí,2024,4,3,1
3458-IDMFK,Hombre,58,No,No,2023,7,1,25
6933-FHBZC,Mujer,70,No,No,2023,12,1,26
0221-NAUXK,Hombre,35,No,Sí,2024,5,7,10
9770-KXGQU,Mujer,37,No,No,2023,11,20,53
6437-UKHMV,Mujer,55,No,No,2024,1,15,7
6538-POCHL,Hombre,72,No,No,2024,2,25,33
6726-NNFWD,Mujer,57,Sí,No,2023,6,17,71
3002-WQZWT,Mujer,65,No,No,2024,4,28,29
4277-UDIEF,Hombre,74,Sí,Sí,2023,6,22,24
1208-NBVFH,Hombre,30,Sí,Sí,2024,5,20,20
4912-PIGUY,Mujer,55,No,No,2024,7,8,1
9402-ORRAH,Mujer,73,No,No,2024,7,26,15
9277-JOOMO,Mujer,43,No,No,2024,7,23,3
1114-CENIM,Hombre,67,No,Sí,2023,10,26,54
6060-DRTNL,Mujer,24,No,No,2024,8,4,5
2725-TTRIQ,Mujer,29,Sí,Sí,2024,5,8,72
3374-TTZTK,Hombre,67,Sí,No,2023,2,7,52
8990-ZXLSU,Mujer,53,No,No,2024,2,29,9
2275-RBYQS,Mujer,22,No,No,2024,7,3,1
8473-VUVJN,Hombre,54,No,No,2023,11,2,1
6289-CPNLD,Hombre,57,Sí,Sí,2023,2,26,33
5536-SLHPM,Mujer,73,Sí,,2024,1,22,55
4419-UJMUS,Hombre,75,Sí,Sí,2023,6,29,69
7794-JASDG,Hombre,50,No,No,2023,1,25,1
7609-YBPXG,Hombre,66,No,No,2023,4,25,54
5519-TEEUH,Hombre,49,No,Sí,2024,2,2,33
7856-GANIL,Hombre,68,Sí,No,2023,12,3,45
0804-XBFBV,Mujer,58,No,Sí,2024,2,4,11
2676-OXPPQ,Hombre,22,No,No,2023,6,7,6
3703-TTEPD,Hombre,40,No,No,2024,8,23,21
2799-TSLAG,Mujer,61,Sí,Sí,2023,11,29,65
0196-VULGZ,Mujer,53,Sí,No,2023,3,7,6
8837-VVWLQ,Mujer,36,No,No,2023,2,25,8
2696-NARTR,Hombre,21,No,No,2023,3,22,11
2208-NKVVH,Hombre,47,Sí,Sí,2023,9,5,43
7614-QVWQL,Hombre,21,Sí,Sí,2023,3,26,49
1976-CFOCS,Mujer,37,Sí,No,2023,12,28,1
4631-OACRM,Hombre,43,No,No,2024,6,21,15
7139-JZFVG,Hombre,42,Sí,Sí,2023,5,26,60
4987-GQWPO,Hombre,36,No,No,2024,8,29,17
3755-JBMNH,Hombre,39,Sí,No,2023,7,30,16
1757-TCATG,Hombre,35,Sí,Sí,2023,2,21,35
6345-ULYRW,Hombre,65,Sí,No,2023,1,22,44
4776-XSKYQ,Mujer,68,Sí,Sí,2023,5,31,12
8048-DSDFQ,Hombre,62,No,No,2024,5,10,1
5753-QQWPW,Mujer,26,No,No,2024,1,22,28
6010-DDPPW,Hombre,29,Sí,No,2023,10,2,70
1809-DMJHQ,Mujer,75,No,Sí,2023,10,8,5
6693-FRIRW,Hombre,60,No,No,2024,2,9,18
6586-MYGKD,Hombre,71,,No,2023,2,26,70
3173-NVMPX,Mujer,40,Sí,,2023,4,9,9
0248-PGHBZ,Mujer,61,No,No,2023,4,5,67
0623-GDISB,Mujer,32,No,No,2023,11,8,1
2892-GESUL,Mujer,62,Sí,Sí,2024,3,30,18
6923-EFPNL,Hombre,53,No,No,2023,1,7,4
7472-EQOAV,Hombre,44,Sí,Sí,2024,4,15,71
9574-RKJIF,Hombre,39,Sí,Sí,2023,9,4,30
2043-WVTQJ,Hombre,31,Sí,No,2023,4,5,1
8034-RYTVV,Mujer,74,No,No,2024,8,31,55
3863-QSTYI,Hombre,73,No,No,2023,4,29,59
2619-WFQWU,Mujer,64,No,No,2023,10,14,1
5044-LRQAQ,Mujer,40,,No,2024,3,2,7
1716-LSAMB,Hombre,44,Sí,Sí,2024,2,8,45
1333-PBMXB,Mujer,35,Sí,Sí,2024,8,4,54
6546-OPBBH,Hombre,23,Sí,Sí,2023,5,8,51
5985-BEHZK,Mujer,66,Sí,No,2024,5,3,72
9127-QRZMH,Hombre,22,Sí,No,2023,9,25,44
5919-VCZYM,Hombre,51,No,No,2023,3,18,2
9644-KVCNC,Mujer,28,No,No,2023,9,8,66
2137-DQMEV,Hombre,53,Sí,Sí,2024,5,17,68
8174-LNWMW,Mujer,66,No,No,2024,6,25,31
9279-CJEOJ,Mujer,56,No,No,2024,8,29,21
7964-VEXDG,Hombre,52,No,Sí,2023,9,23,21
2404-JIBFC,Mujer,34,Sí,Sí,2023,4,8,55
0778-NELLA,Hombre,52,No,No,2023,8,24,9
8029-XYPWT,Hombre,44,Sí,No,2023,1,30,71
4614-NUVZD,Mujer,24,No,,2023,1,25,1
4632-PAOYU,Hombre,57,Sí,Sí,2024,7,21,22
3803-KMQFW,Mujer,62,Sí,Sí,2024,8,31,1
6804-GDMOI,Mujer,36,No,No,2024,6,18,61
2990-OGYTD,Mujer,64,Sí,No,2023,4,24,67
6646-JPPHA,Mujer,72,,,2024,2,10,14
9572-MTILT,Hombre,71,Sí,,2023,2,28,59
7658-UYUQS,Hombre,21,Sí,,2023,10,1,21
7880-XSOJX,Hombre,69,No,No,2023,2,28,4
9611-CTWIH,Mujer,21,,No,2024,2,18,3
4589-IUAJB,Hombre,54,Sí,No,2023,3,6,70
0329-GTIAJ,Mujer,63,No,No,2024,1,31,3
8746-BFOAJ,Hombre,25,No,No,2024,3,25,21
8457-XIGKN,Hombre,45,No,No,2024,1,26,20
6072-NUQCB,Hombre,25,Sí,Sí,2023,9,10,22
6629-CZTTH,Hombre,71,No,No,2023,1,29,1
8838-GPHZP,Mujer,37,No,No,2024,1,6,63
8750-QWZAJ,Mujer,23,Sí,Sí,2023,3,24,70
5364-EVNIB,Hombre,23,No,No,2023,11,5,13
6918-UMQCG,Mujer,32,No,No,2024,3,28,5
0675-NCDYU,Mujer,48,Sí,Sí,2024,3,9,72
6339-DKLMK,Mujer,28,No,No,2023,5,8,13
1346-PJWTK,Hombre,37,Sí,,2023,10,5,61
5088-QZLRL,Hombre,45,No,No,2023,5,1,1
8023-QHAIO,Mujer,70,Sí,No,2023,3,13,56
4397-FRLTA,Mujer,63,No,,2023,10,22,4
3057-VJJQE,Hombre,47,No,No,2023,2,2,35
5087-SUURX,Mujer,65,Sí,No,2023,10,31,18
2302-OUZXB,Hombre,71,Sí,No,2024,2,11,72
8133-ANHHJ,Mujer,49,No,No,2023,5,5,49
2270-CHBFN,Mujer,23,Sí,No,2024,8,3,44
0013-EXCHZ,Mujer,54,Sí,No,2023,11,24,3
5982-FPVQN,Mujer,53,Sí,Sí,2023,5,10,37
9107-UKCKY,Hombre,50,Sí,No,2023,9,2,61
4654-ULTTN,Hombre,75,Sí,No,2023,2,21,70
5550-VFRLC,Mujer,68,No,No,2023,11,26,1
5546-BYZSM,Mujer,51,No,No,2024,1,28,41
1492-KGETH,Hombre,44,Sí,Sí,2023,2,6,70
4929-BSTRX,Mujer,32,No,No,2023,3,23,1
4163-HFTUK,Hombre,52,No,No,2023,6,10,51
8215-NGSPE,Mujer,46,Sí,Sí,2023,8,7,42
2225-ZRGSG,Mujer,34,Sí,Sí,2024,5,4,70
8859-YSTWS,Hombre,51,No,No,2024,2,7,48
5271-YNWVR,Hombre,43,Sí,Sí,2023,1,10,68
7601-DHFWZ,Mujer,35,No,No,2023,1,29,48
2657-ALMWY,Mujer,56,Sí,No,2024,1,31,26
6330-JKLPC,Hombre,39,Sí,No,2023,1,21,11
4667-OHGKG,Hombre,39,No,No,2023,10,24,1
1998-VHJHK,Mujer,46,No,No,2023,4,9,27
1707-HABPF,Mujer,59,No,No,2023,10,8,46
1660-HSOOQ,Hombre,55,,No,2024,3,14,1
7253-UVNDW,Mujer,40,No,No,2023,7,10,46
0487-VVUVK,Hombre,37,Sí,Sí,2024,7,5,25
7228-OMTPN,Hombre,54,No,No,2024,3,22,4
5063-IUOKK,Hombre,62,No,No,2024,5,19,13
4508-OEBEY,Hombre,73,Sí,No,2023,9,15,31
0027-KWYKW,Mujer,27,Sí,Sí,2023,5,1,23
2308-STERM,Mujer,53,No,No,2023,12,5,2
5982-XMDEX,Mujer,50,No,,2024,2,3,65
6284-AHOOQ,Hombre,43,No,No,2024,6,25,22
6051-PTVNS,Mujer,52,Sí,Sí,2023,8,6,55
2344-JMOGN,Hombre,51,Sí,,2024,3,25,9
3799-ISUZQ,Hombre,41,Sí,Sí,2023,7,25,7
2877-VDUER,Mujer,31,Sí,Sí,2024,5,26,35
9152-AMKAK,Hombre,34,No,No,2023,12,21,6
1794-HBQTJ,Mujer,46,No,No,2023,7,9,1
9432-VOFYX,Hombre,21,No,No,2023,2,18,17
8049-WJCLQ,Hombre,42,Sí,Sí,2023,12,23,10
6586-PSJOX,Hombre,59,No,Sí,2023,7,18,15
2460-FPSYH,Mujer,38,No,No,2024,4,7,40
9705-ZJBCG,Mujer,23,Sí,Sí,2023,11,22,13
4818-DRBQT,Hombre,42,Sí,No,2024,4,9,29
1320-HTRDR,Mujer,58,No,No,2023,8,5,3
6847-KJLTS,Mujer,63,Sí,No,2023,5,6,58
9670-BPNXF,Mujer,46,No,No,2024,4,24,45
3913-FCUUW,Mujer,52,Sí,Sí,2024,8,7,72
3301-VKTGC,Hombre,32,Sí,Sí,2024,8,9,68
1493-AMTIE,Hombre,46,No,No,2023,7,11,1
9555-SAHUZ,Mujer,37,Sí,Sí,2023,5,5,38
0816-TSPHQ,Hombre,25,No,No,2023,11,25,2
9932-WBWIK,Hombre,64,No,No,2024,8,1,11
4619-EVPHY,Mujer,53,Sí,No,2023,5,29,20
5286-YHCVC,Hombre,45,Sí,No,2024,5,13,72
6424-ELEYH,Mujer,44,Sí,No,2023,6,30,3
4391-RESHN,Hombre,33,No,No,2024,5,5,23
9115-YQHGA,Hombre,30,No,No,2024,6,3,40
4462-CYWMH,Hombre,35,Sí,No,2023,2,20,62
8963-MQVYN,Mujer,40,No,Sí,2024,5,25,22
2458-EOMRE,Mujer,57,No,No,2024,7,14,11
9334-GWGOW,Hombre,20,,No,2024,1,26,7
6821-BUXUX,Mujer,52,No,No,2023,3,16,13
5028-HTLJB,Hombre,56,,No,2024,1,24,1
9801-GDWGV,Mujer,36,No,No,2023,3,28,39
6542-LWGXJ,Hombre,27,Sí,No,2023,8,24,3
5567-GZKQY,Hombre,61,No,No,2023,3,28,58
1222-LRYKO,Hombre,57,,Sí,2023,9,26,6
2320-JRSDE,Mujer,74,Sí,Sí,2024,8,29,1
2087-QAREY,Mujer,69,Sí,No,2023,11,2,22
0601-WZHJF,Hombre,60,Sí,No,2023,9,6,14
4423-JWZJN,Hombre,37,Sí,Sí,2024,1,23,64
5143-WMWOG,Hombre,35,No,No,2024,8,20,1
6490-FGZAT,Hombre,36,No,No,2023,8,26,6
5393-RXQSZ,Hombre,42,No,No,2023,4,25,1
7452-FOLON,Hombre,42,No,Sí,2024,7,25,39
2320-TZRRH,Mujer,58,No,No,2023,4,8,20
0231-LXVAP,Hombre,42,No,No,2023,4,26,1
9444-JTXHZ,Hombre,34,Sí,No,2024,7,24,1
4942-VZZOM,Hombre,33,Sí,No,2023,1,2,64
5510-BOIUJ,Hombre,65,No,Sí,2023,12,13,1
7502-BNYGS,Mujer,25,Sí,No,2023,12,21,46
4291-HYEBC,Mujer,54,Sí,Sí,2023,9,28,28
6147-CBCRA,Mujer,22,Sí,No,2023,11,30,33
6047-SUHPR,Hombre,74,Sí,Sí,2024,2,5,39
4471-KXAUH,Mujer,42,Sí,No,2024,1,4,42
9752-ZNQUT,Mujer,41,No,No,2023,5,4,1
7638-QVMVY,Mujer,71,No,No,2024,8,6,7
1576-PFZIW,Hombre,52,Sí,No,2023,2,4,70
5666-MBJPT,Hombre,68,No,No,2024,3,3,65
7312-XSBAT,Hombre,62,No,No,2023,12,31,1
3096-GKWEB,Hombre,52,Sí,No,2024,4,27,18
2371-JQHZZ,Hombre,73,Sí,No,2023,7,10,24
0674-GCDXG,Hombre,35,,No,2024,8,24,63
1121-QSIVB,Mujer,43,No,Sí,2023,11,7,44
4396-KLSEH,Hombre,20,No,No,2024,6,7,4
3244-DCJWY,Mujer,32,No,No,2023,7,9,1
2824-MYYBN,Mujer,57,Sí,Sí,2023,2,27,37
0875-CABNR,Mujer,28,No,No,2023,3,16,10
6345-HOVES,Hombre,30,No,No,2023,1,21,34
8318-LCNBW,Hombre,42,Sí,No,2024,7,31,35
6469-QJKZW,Mujer,72,Sí,No,2024,7,20,4
0147-ESWWR,Mujer,58,,No,2024,2,20,39
1217-VASWC,Hombre,63,Sí,No,2024,2,21,43
7812-FZHPE,Mujer,61,Sí,Sí,2023,4,8,17
8952-WCVCD,Mujer,48,Sí,No,2023,9,21,41
6370-ZVHDV,Mujer,73,Sí,No,2023,3,2,61
5915-DGNVC,Mujer,62,Sí,No,2023,1,28,49
6260-XLACS,Hombre,61,No,No,2024,8,8,4
3566-CAAYU,Mujer,49,Sí,Sí,2023,5,10,64
4983-CCWMC,Hombre,24,No,No,2023,2,24,3
9103-CXVOK,Hombre,63,Sí,,2024,2,23,1
2896-TBNBE,Hombre,40,Sí,No,2023,6,21,40
4797-AXPXK,Mujer,34,No,,2023,8,2,1
5229-PRWKT,Hombre,45,No,No,2024,3,20,8
6982-UQZLY,Mujer,23,Sí,No,2024,8,22,1
2522-WLNSF,Mujer,52,Sí,No,2024,6,22,34
3841-CONLJ,Mujer,22,Sí,No,2024,7,5,1
5057-LCOUI,Mujer,30,No,No,2024,1,2,39
0193-ESZXP,Mujer,41,Sí,No,2023,11,17,58
4475-NVTLU,Hombre,59,Sí,Sí,2024,6,13,45
4369-HTUIF,Hombre,32,No,,2023,6,6,6
9386-LDCZR,Hombre,43,No,No,2023,8,26,43
9585-KKMFD,Hombre,43,Sí,Sí,2023,7,11,41
5399-ZIMKF,Hombre,36,No,No,2024,6,17,5
0336-KXKFK,Hombre,37,No,No,2024,8,7,72
5619-XZZKR,Hombre,67,No,No,2023,11,28,4
3948-FVVRP,Hombre,42,Sí,Sí,2024,8,23,9
5327-XOKKY,Hombre,29,Sí,,2024,3,2,72
0983-TATYJ,Mujer,42,Sí,No,2024,8,9,33
1813-JYWTO,Mujer,75,Sí,No,2023,1,21,72
0156-FVPTA,Hombre,71,Sí,,2023,2,1,22
1984-FCOWB,Mujer,26,Sí,No,2024,1,31,70
0654-HMSHN,Hombre,25,Sí,Sí,2023,9,9,21
6719-OXYBR,Hombre,26,No,No,2023,6,29,15
3312-ZWLGF,Hombre,64,Sí,No,2024,4,23,29
6476-YHMGA,Mujer,20,,Sí,2024,2,12,15
5287-QWLKY,Hombre,46,Sí,Sí,2023,10,5,71
0795-XCCTE,Hombre,33,No,No,2023,2,4,72
0168-XZKBB,Mujer,37,Sí,No,2024,5,8,19
3785-NRHYR,Hombre,49,No,No,2024,6,8,1
5196-SGOAK,Mujer,43,No,No,2023,7,12,1
4537-DKTAL,Mujer,32,No,No,2024,8,25,2
7072-MBHEV,Mujer,52,Sí,Sí,2023,6,14,11
5602-BVFMK,Mujer,70,No,No,2024,3,30,12
6297-NOOPG,Mujer,64,Sí,No,2023,5,31,70
1891-UAWWU,Mujer,51,Sí,No,2023,4,29,20
8204-TIFGJ,Mujer,68,No,,2023,12,5,23
8050-DVOJX,Hombre,51,No,No,2023,5,9,49
6108-OQZDQ,Mujer,68,Sí,Sí,2024,1,21,4
0363-QJVFX,Hombre,59,No,No,2023,7,1,32
8903-XEBGX,Hombre,27,No,Sí,2024,8,22,2
8169-SAEJD,Hombre,63,Sí,No,2024,5,1,69
9840-DVNDC,Hombre,58,No,No,2023,4,8,6
1089-XZWHH,Mujer,71,Sí,Sí,2023,11,10,24
2325-WINES,Mujer,25,No,No,2024,8,21,32
6064-ZATLR,Mujer,28,No,No,2024,5,30,27
3096-JRDSO,Mujer,51,Sí,No,2024,6,15,27
7824-PANSQ,Hombre,37,No,No,2023,3,1,58
8042-JVNFH,Hombre,61,No,No,2023,10,30,1
9648-BCHKM,Mujer,49,Sí,Sí,2024,1,1,18
2888-ADFAO,Mujer,36,Sí,Sí,2024,8,13,47
8707-HOEDG,Mujer,71,Sí,Sí,2023,1,30,70
3374-LXDEV,Mujer,63,No,No,2023,5,31,13
4072-IPYLT,Mujer,49,Sí,Sí,2023,6,23,36
7167-PCEYD,Hombre,48,No,No,2023,5,6,67
4936-YPJNK,Mujer,28,No,No,2023,12,10,10
1580-BMCMR,Hombre,40,No,No,2023,12,25,19
4817-KEQSP,Mujer,45,Sí,Sí,2023,11,2,71
6408-WHTEF,Hombre,62,Sí,Sí,2024,7,9,72
9251-AWQGT,Mujer,51,Sí,Sí,2023,3,1,48
8749-CLJXC,Hombre,24,No,No,2023,10,21,1
7989-VCQOH,Hombre,74,Sí,Sí,2024,8,27,18
5049-GLYVG,Hombre,46,No,No,2024,3,30,1
4199-QHJNM,Hombre,47,Sí,No,2024,6,6,67
8882-TLVRW,Hombre,37,,Sí,2024,6,11,69
5883-GTGVD,Hombre,68,No,No,2023,11,4,19
5135-GRQJV,Hombre,37,Sí,No,2023,12,7,72
2384-OVPSA,Mujer,41,No,No,2023,4,9,38
1371-WEPDS,Hombre,56,Sí,No,2024,1,3,40
3580-GICBM,Mujer,20,Sí,,2024,1,13,61
4817-QRJSX,Mujer,67,No,No,2024,6,3,10
9730-DRTMJ,Hombre,61,Sí,No,2024,8,5,32
4686-UXDML,Mujer,53,No,No,2023,2,7,21
3349-ANQNH,Mujer,37,No,No,2024,1,30,59
2398-YPMUR,Mujer,46,Sí,No,2024,2,22,13
0932-YIXYU,Mujer,39,No,No,2023,1,2,47
7480-SPLEF,Hombre,53,Sí,Sí,2023,11,24,69
7636-XUHWW,Hombre,69,No,No,2023,2,15,2
1431-CYWMH,Mujer,65,Sí,Sí,2024,1,1,22
5937-EORGB,Hombre,34,Sí,No,2023,6,20,15
6349-JDHQP,Mujer,49,No,No,2023,1,3,53
5539-HIVAK,Mujer,62,Sí,No,2024,5,28,28
5847-MXBEO,Hombre,38,No,No,2023,9,8,22
9985-MWVIX,Mujer,24,No,No,2023,12,11,1
4583-PARNH,Hombre,58,Sí,No,2024,5,3,16
1116-FRYVH,Mujer,30,Sí,Sí,2024,1,31,48
1421-HCERK,Hombre,65,Sí,No,2024,1,5,30
9633-XQABV,Mujer,47,No,,2023,7,22,3
0716-BQNDX,Hombre,40,,No,2024,4,1,57
1265-XTECC,Mujer,30,Sí,No,2023,3,18,68
1183-CANVH,Mujer,31,Sí,No,2023,5,2,23
1972-XMUWV,Mujer,65,,No,2023,1,7,65
8679-LZBMD,Hombre,61,Sí,No,2023,8,5,44
3407-JMJQQ,Mujer,72,Sí,Sí,2023,4,1,71
6252-DFGTK,Mujer,29,,No,2023,11,1,37
1539-LNKHM,Mujer,26,No,No,2024,4,8,12
8645-KOMJQ,Hombre,73,Sí,Sí,2023,2,23,69
0289-IVARM,Mujer,54,No,No,2024,1,21,35
