Identificador Usuario,Tipo Suscripción,Ingresos Mensuales,Día Suscripción,Mes Suscripción,Año Suscripción,Día Último Pago,Mes Último Pago,Año Último Pago,País,Edad,Género,Dispositivo,Duración Plan
1804,Estándar,12,21,08,23,09,07,24,España,40,Femenino,Ordenador,6 Meses
1805,Básica,10,04,09,23,06,07,24,Australia,50,Femenino,Smart TV,6 Meses
1806,Premium,14,05,09,23,07,07,24,Italia,49,Femenino,Ordenador,12 Meses
1807,Estándar,12,08,09,23,07,07,24,Brasil,37,Masculino,Smartphone,6 Meses
1808,Básica,10,15,09,23,08,07,24,Australia,43,Masculino,Ordenador,1 Mes
1809,Estándar,12,17,09,23,06,07,24,Canadá,40,Femenino,Tablet,1 Mes
1810,Premium,14,19,09,23,09,07,24,Reino Unido,27,Masculino,Ordenador,1 Mes
1811,Básica,10,23,09,23,06,07,24,Francia,47,Masculino,Smart TV,3 Meses
1812,Premium,14,26,09,23,08,07,24,Francia,50,Masculino,Smartphone,3 Meses
1813,Estándar,12,30,09,23,08,07,24,Francia,31,Femenino,Smartphone,1 Mes
1814,Básica,10,07,10,23,10,07,24,España,33,Masculino,Smartphone,1 Mes
1815,Estándar,12,09,10,23,07,07,24,España,42,Femenino,Tablet,12 Meses
1816,Premium,14,12,10,23,07,07,24,Canadá,51,Femenino,Ordenador,1 Mes
1817,Básica,10,13,10,23,08,07,24,Canadá,43,Femenino,Smartphone,3 Meses
1818,Estándar,12,14,10,23,10,07,24,Australia,45,Femenino,Smart TV,12 Meses
1819,Premium,14,19,10,23,07,07,24,España,48,Femenino,Tablet,6 Meses
1820,Básica,10,20,10,23,07,07,24,Reino Unido,48,Femenino,Smart TV,6 Meses
1821,Premium,14,22,10,23,08,07,24,EEUU,30,Masculino,Smartphone,1 Mes
1822,Básica,10,24,10,23,09,07,24,EEUU,29,Femenino,Tablet,3 Meses
1823,Estándar,12,28,10,23,06,07,24,España,28,Masculino,Tablet,3 Meses
1824,Estándar,12,30,10,23,08,07,24,,46,Femenino,Ordenador,12 Meses
1825,Básica,10,01,11,23,08,07,24,España,45,Masculino,Smart TV,1 Mes
1826,Premium,14,03,11,23,08,07,24,España,30,Masculino,Tablet,6 Meses
1827,Básica,10,04,11,23,06,07,24,España,44,Femenino,Ordenador,1 Mes
1828,Estándar,12,05,11,23,07,07,24,Canadá,46,Masculino,Ordenador,12 Meses
1829,Premium,14,06,11,23,08,07,24,Alemania,36,Femenino,Tablet,1 Mes
1830,Básica,10,07,11,23,08,07,24,Canadá,27,Femenino,Smartphone,3 Meses
1831,Premium,14,05,11,23,05,07,24,Australia,43,Masculino,Ordenador,3 Meses
1832,Básica,10,05,11,23,09,07,24,,48,Femenino,Smartphone,6 Meses
1833,Estándar,12,06,11,23,08,07,24,Australia,36,Femenino,Smartphone,3 Meses
1834,Estándar,12,03,11,23,07,07,24,EEUU,44,Masculino,Smart TV,1 Mes
1835,Básica,10,22,10,23,06,07,24,Reino Unido,41,Femenino,Tablet,12 Meses
1836,Premium,14,22,10,23,09,07,24,Australia,29,Femenino,Smart TV,12 Meses
1837,Básica,10,15,10,23,09,07,24,EEUU,28,Femenino,Smartphone,1 Mes
1838,Estándar,12,24,09,23,07,07,24,EEUU,36,Femenino,Smartphone,3 Meses
1839,Premium,14,15,09,23,06,07,24,EEUU,36,Femenino,Smart TV,12 Meses
1840,Básica,10,15,09,23,08,07,24,Australia,40,Masculino,Ordenador,3 Meses
1841,Premium,14,12,09,23,08,07,24,Francia,35,Femenino,Tablet,3 Meses
1842,Básica,10,12,09,23,09,07,24,EEUU,34,Femenino,Smartphone,1 Mes
1843,Estándar,12,11,09,23,07,07,24,EEUU,46,Masculino,Ordenador,1 Mes
1844,Estándar,12,11,09,23,08,07,24,Reino Unido,47,Femenino,Smart TV,1 Mes
1845,Básica,10,16,08,23,07,07,24,EEUU,32,Femenino,Smartphone,1 Mes
1846,Premium,14,12,08,23,08,07,24,Italia,45,Masculino,Smartphone,12 Meses
1847,Básica,10,02,08,23,07,07,24,Alemania,31,Femenino,Smartphone,12 Meses
1848,Estándar,12,01,08,23,10,07,24,Francia,49,Masculino,Ordenador,12 Meses
1849,Premium,14,29,07,23,07,07,24,Canadá,33,Femenino,Smartphone,1 Mes
1850,Básica,10,28,07,23,08,07,24,Australia,30,Masculino,Smartphone,6 Meses
1851,Premium,14,25,07,23,08,07,24,EEUU,48,Femenino,Ordenador,1 Mes
1852,Básica,10,20,07,23,10,07,24,Reino Unido,49,Femenino,Tablet,1 Mes
1853,Estándar,12,16,07,23,08,07,24,,43,Masculino,Ordenador,1 Mes
1854,Estándar,12,16,07,23,08,07,24,EEUU,46,Femenino,Ordenador,12 Meses
1855,Básica,10,15,07,23,07,07,24,Canadá,33,Masculino,Smartphone,12 Meses
1856,Premium,14,13,07,23,09,07,24,Francia,31,Femenino,Smartphone,3 Meses
1857,Básica,10,06,07,23,07,07,24,,44,Femenino,Smart TV,6 Meses
1858,Estándar,12,03,07,23,09,07,24,EEUU,34,Masculino,Smart TV,3 Meses
1859,Premium,14,04,07,23,07,07,24,Canadá,41,Masculino,Ordenador,3 Meses
1860,Básica,10,03,07,23,09,07,24,Alemania,42,Masculino,Ordenador,6 Meses
1861,Premium,14,03,07,23,07,07,24,Francia,38,Femenino,Ordenador,3 Meses
1862,Básica,10,04,07,23,10,07,24,España,31,Femenino,Tablet,1 Mes
1863,Estándar,12,05,07,23,06,07,24,Francia,35,Femenino,Smartphone,3 Meses
1864,Estándar,12,07,07,23,08,07,24,,32,Masculino,Smartphone,12 Meses
1865,Básica,10,08,07,23,07,07,24,Alemania,39,Masculino,Smartphone,6 Meses
1866,Premium,14,13,07,23,10,07,24,Italia,42,Masculino,Ordenador,6 Meses
1867,Básica,10,15,07,23,06,07,24,Reino Unido,31,Masculino,Tablet,1 Mes
1868,Estándar,12,01,08,23,08,07,24,EEUU,38,Masculino,Tablet,3 Meses
1869,Premium,14,11,08,23,08,07,24,Australia,48,Masculino,Smart TV,1 Mes
1870,Básica,10,13,08,23,09,07,24,Australia,29,Masculino,Tablet,1 Mes
1871,Básica,10,15,08,23,06,07,24,Canadá,43,Femenino,Smart TV,1 Mes
1872,Básica,10,16,08,23,08,07,24,Canadá,49,Femenino,Smartphone,1 Mes
1873,Estándar,12,18,08,23,08,07,24,EEUU,50,Masculino,Smartphone,12 Meses
1874,Premium,14,25,08,23,09,07,24,Brasil,50,Masculino,Smartphone,1 Mes
1875,Básica,10,29,08,23,06,07,24,Australia,51,Masculino,Smart TV,1 Mes
1876,Básica,10,04,09,23,09,07,24,Reino Unido,29,Masculino,Tablet,1 Mes
1877,Premium,14,13,09,23,07,07,24,EEUU,50,Femenino,Smartphone,3 Meses
1878,Estándar,12,14,09,23,08,07,24,Canadá,39,Femenino,Tablet,12 Meses
1879,Estándar,12,17,09,23,06,07,24,,27,Femenino,Smart TV,1 Mes
1880,Básica,10,18,09,23,10,07,24,EEUU,29,Masculino,Smart TV,6 Meses
1881,Premium,14,23,09,23,07,07,24,Brasil,28,Masculino,Tablet,1 Mes
1882,Estándar,12,27,09,23,08,07,24,Francia,46,Masculino,Smartphone,6 Meses
1883,Básica,10,04,10,23,08,07,24,Brasil,50,Femenino,Tablet,3 Meses
1884,Estándar,12,09,10,23,11,07,24,Francia,33,Femenino,Tablet,1 Mes
1885,Premium,14,10,10,23,07,07,24,Francia,32,Femenino,Tablet,1 Mes
1886,Básica,10,11,10,23,08,07,24,Australia,38,Masculino,Smart TV,1 Mes
1887,Premium,14,13,10,23,09,07,24,España,49,Masculino,Smart TV,1 Mes
1888,Estándar,12,15,10,23,10,07,24,,50,Masculino,Ordenador,1 Mes
1889,Básica,10,20,10,23,07,07,24,Reino Unido,37,Femenino,Ordenador,3 Meses
1890,Estándar,12,21,10,23,08,07,24,,33,Femenino,Ordenador,6 Meses
1891,Premium,14,23,10,23,09,07,24,Australia,33,Femenino,Tablet,1 Mes
1892,Básica,10,25,10,23,09,07,24,España,46,Masculino,Smartphone,3 Meses
1893,Estándar,12,27,10,23,07,07,24,Brasil,28,Masculino,Smartphone,1 Mes
1894,Premium,14,30,10,23,08,07,24,Australia,33,Masculino,Tablet,6 Meses
1895,Básica,10,01,11,23,09,07,24,Canadá,45,Masculino,Ordenador,1 Mes
1896,Premium,14,02,11,23,09,07,24,Canadá,43,Masculino,Ordenador,6 Meses
1897,Básica,10,04,11,23,06,07,24,Reino Unido,49,Femenino,Smartphone,1 Mes
1898,Estándar,12,06,11,23,07,07,24,Australia,41,Femenino,Tablet,12 Meses
1899,Estándar,12,07,11,23,09,07,24,Canadá,39,Femenino,Smartphone,12 Meses
1900,Básica,10,06,11,23,08,07,24,Australia,45,Femenino,Smartphone,12 Meses
1901,Premium,14,07,11,23,06,07,24,Alemania,38,Masculino,Tablet,1 Mes
1902,Básica,10,07,11,23,10,07,24,España,30,Masculino,Smart TV,1 Mes
1903,Estándar,12,03,11,23,08,07,24,Reino Unido,27,Femenino,Smart TV,3 Meses
1904,Premium,14,03,11,23,08,07,24,Italia,36,Femenino,Smartphone,1 Mes
1905,Básica,10,31,10,23,06,07,24,Italia,36,Femenino,Tablet,1 Mes
1906,Premium,14,28,10,23,09,07,24,Reino Unido,28,Masculino,Tablet,12 Meses
1907,Básica,10,28,09,23,09,07,24,Canadá,45,Femenino,Smartphone,3 Meses
1908,Estándar,12,19,09,23,09,07,24,Australia,41,Masculino,Smartphone,3 Meses
1909,Estándar,12,16,09,23,08,07,24,EEUU,29,Masculino,Smart TV,1 Mes
1910,Básica,10,17,09,23,08,07,24,Australia,35,Masculino,Smartphone,1 Mes
1911,Premium,14,17,09,23,08,07,24,,36,Femenino,Smart TV,12 Meses
1912,Básica,10,15,09,23,09,07,24,EEUU,41,Masculino,Ordenador,6 Meses
1913,Estándar,12,14,09,23,08,07,24,Canadá,46,Masculino,Tablet,6 Meses
1914,Premium,14,14,09,23,08,07,24,Reino Unido,46,Femenino,Tablet,12 Meses
1915,Básica,10,13,09,23,08,07,24,Méjico,42,Masculino,Smartphone,12 Meses
1916,Premium,14,13,08,23,08,07,24,Francia,40,Masculino,Tablet,3 Meses
1917,Básica,10,12,08,23,08,07,24,Canadá,32,Femenino,Tablet,1 Mes
1918,Estándar,12,07,08,23,10,07,24,Francia,34,Femenino,Smartphone,12 Meses
1919,Estándar,12,07,08,23,09,07,24,,27,Femenino,Smart TV,12 Meses
1920,Básica,10,04,08,23,08,07,24,EEUU,38,Masculino,Ordenador,1 Mes
1921,Premium,14,24,07,23,08,07,24,Francia,34,Femenino,Ordenador,1 Mes
1922,Básica,10,18,07,23,10,07,24,Australia,28,Masculino,Tablet,1 Mes
1923,Estándar,12,17,07,23,08,07,24,EEUU,48,Masculino,Smartphone,3 Meses
1924,Premium,14,17,07,23,09,07,24,España,42,Femenino,Ordenador,12 Meses
1925,Básica,10,14,07,23,08,07,24,Australia,37,Femenino,Smart TV,6 Meses
1926,Premium,14,06,07,23,10,07,24,Australia,28,Femenino,Tablet,1 Mes
1927,Básica,10,07,07,23,08,07,24,Australia,43,Femenino,Smart TV,6 Meses
1928,Estándar,12,07,07,23,11,07,24,España,44,Femenino,Smart TV,6 Meses
1929,Estándar,12,08,07,23,07,07,24,Australia,33,Femenino,Smartphone,1 Mes
1930,Básica,10,07,07,23,09,07,24,Francia,36,Masculino,Smart TV,1 Mes
1931,Premium,14,08,07,23,07,07,24,Reino Unido,27,Masculino,Tablet,1 Mes
1932,Básica,10,09,07,23,11,07,24,España,41,Masculino,Tablet,12 Meses
1933,Estándar,12,09,07,23,07,07,24,Italia,32,Masculino,Smart TV,1 Mes
1934,Premium,14,09,07,23,08,07,24,Australia,36,Femenino,Ordenador,3 Meses
1935,Básica,10,12,07,23,07,07,24,EEUU,36,Femenino,Tablet,12 Meses
1936,Premium,14,15,07,23,10,07,24,Reino Unido,36,Masculino,Ordenador,3 Meses
1937,Básica,10,16,07,23,07,07,24,Australia,32,Masculino,Smart TV,1 Mes
1938,Estándar,12,18,07,23,08,07,24,Alemania,45,Femenino,Smartphone,3 Meses
1939,Estándar,12,13,08,23,09,07,24,Canadá,43,Femenino,Tablet,6 Meses
1940,Básica,10,14,08,23,10,07,24,Brasil,35,Masculino,Tablet,1 Mes
1941,Premium,14,16,08,23,07,07,24,Italia,29,Femenino,Smart TV,3 Meses
1942,Básica,10,17,08,23,08,07,24,Canadá,33,Femenino,Smart TV,12 Meses
1943,Estándar,12,25,08,23,08,07,24,EEUU,49,Masculino,Smart TV,1 Mes
1944,Premium,14,28,08,23,09,07,24,Brasil,27,Masculino,Tablet,6 Meses
1945,Básica,10,29,08,23,07,07,24,España,39,Femenino,Smart TV,1 Mes
1946,Básica,10,11,09,23,10,07,24,Canadá,34,Femenino,Smart TV,3 Meses
1947,Básica,10,12,09,23,08,07,24,Australia,39,Masculino,Smartphone,1 Mes
1948,Estándar,12,16,09,23,09,07,24,Reino Unido,39,Femenino,Ordenador,1 Mes
1949,Premium,14,17,09,23,09,07,24,EEUU,39,Femenino,Smart TV,3 Meses
1950,Básica,10,21,09,23,10,07,24,Canadá,40,Femenino,Ordenador,3 Meses
1951,Básica,10,23,09,23,08,07,24,Canadá,40,Masculino,Tablet,1 Mes
1952,Premium,14,27,09,23,08,07,24,EEUU,31,Masculino,Smartphone,1 Mes
1953,Estándar,12,09,10,23,09,07,24,Australia,47,Masculino,Smartphone,6 Meses
1954,Estándar,12,10,10,23,11,07,24,Australia,43,Masculino,Ordenador,1 Mes
1955,Básica,10,11,10,23,08,07,24,EEUU,34,Masculino,Smartphone,6 Meses
1956,Premium,14,12,10,23,08,07,24,Canadá,30,Femenino,Tablet,12 Meses
1957,Estándar,12,13,10,23,09,07,24,Reino Unido,33,Femenino,Smartphone,6 Meses
1958,Básica,10,19,10,23,10,07,24,Alemania,29,Masculino,Tablet,6 Meses
1959,Estándar,12,21,10,23,07,07,24,Australia,35,Femenino,Smartphone,12 Meses
1960,Premium,14,23,10,23,08,07,24,,41,Femenino,Ordenador,12 Meses
1961,Básica,10,24,10,23,10,07,24,Reino Unido,34,Femenino,Smartphone,3 Meses
1962,Premium,14,26,10,23,09,07,24,Alemania,28,Femenino,Tablet,12 Meses
1963,Estándar,12,27,10,23,07,07,24,Reino Unido,31,Masculino,Smart TV,3 Meses
1964,Básica,10,01,11,23,08,07,24,Reino Unido,29,Masculino,Smart TV,6 Meses
1965,Estándar,12,02,11,23,09,07,24,España,44,Femenino,Tablet,1 Mes
1966,Premium,14,04,11,23,09,07,24,,44,Femenino,Tablet,1 Mes
1967,Básica,10,05,11,23,06,07,24,Australia,29,Masculino,Ordenador,12 Meses
1968,Estándar,12,06,11,23,09,07,24,Australia,32,Femenino,Tablet,12 Meses
1969,Premium,14,07,11,23,09,07,24,Alemania,31,Masculino,Smartphone,1 Mes
1970,Básica,10,08,11,23,08,07,24,Australia,27,Masculino,Ordenador,12 Meses
1971,Premium,14,08,11,23,06,07,24,Alemania,43,Femenino,Ordenador,6 Meses
1972,Básica,10,09,11,23,10,07,24,EEUU,48,Masculino,Tablet,12 Meses
1973,Estándar,12,09,11,23,09,07,24,Italia,37,Femenino,Tablet,3 Meses
1974,Estándar,12,05,11,23,08,07,24,EEUU,42,Masculino,Smartphone,12 Meses
1975,Básica,10,04,11,23,07,07,24,Canadá,40,Masculino,Tablet,3 Meses
1976,Premium,14,19,10,23,09,07,24,España,37,Femenino,Tablet,6 Meses
1977,Básica,10,12,10,23,09,07,24,Canadá,31,Masculino,Smartphone,1 Mes
1978,Estándar,12,03,10,23,09,07,24,Reino Unido,30,Masculino,Smart TV,1 Mes
1979,Premium,14,28,09,23,08,07,24,Italia,51,Femenino,Smartphone,1 Mes
1980,Básica,10,17,09,23,09,07,24,,42,Femenino,Ordenador,3 Meses
1981,Premium,14,16,09,23,08,07,24,EEUU,37,Femenino,Smartphone,6 Meses
1982,Básica,10,15,09,23,09,07,24,España,44,Femenino,Smartphone,6 Meses
1983,Estándar,12,14,09,23,08,07,24,EEUU,37,Masculino,Tablet,3 Meses
1984,Estándar,12,15,09,23,09,07,24,Francia,44,Masculino,Smartphone,6 Meses
1985,Básica,10,06,09,23,09,07,24,Alemania,40,Masculino,Tablet,1 Mes
1986,Premium,14,28,08,23,09,07,24,Alemania,27,Masculino,Smart TV,6 Meses
1987,Básica,10,07,08,23,08,07,24,Francia,31,Masculino,Smart TV,1 Mes
1988,Estándar,12,07,08,23,10,07,24,EEUU,39,Femenino,Smartphone,6 Meses
1989,Premium,14,06,08,23,09,07,24,Canadá,47,Femenino,Tablet,6 Meses
1990,Básica,10,30,07,23,09,07,24,Canadá,30,Masculino,Smart TV,1 Mes
1991,Premium,14,30,07,23,08,07,24,Alemania,35,Masculino,Ordenador,3 Meses
1992,Básica,10,30,07,23,10,07,24,,39,Masculino,Smartphone,1 Mes
1993,Estándar,12,19,07,23,08,07,24,EEUU,29,Femenino,Tablet,12 Meses
1994,Estándar,12,17,07,23,10,07,24,Canadá,28,Masculino,Ordenador,6 Meses
1995,Básica,10,12,07,23,08,07,24,EEUU,39,Masculino,Tablet,1 Mes
1996,Premium,14,11,07,24,10,07,24,Canadá,34,Masculino,Smart TV,3 Meses
1997,Básica,10,10,07,23,08,07,24,Francia,47,Masculino,Smart TV,3 Meses
1998,Estándar,12,10,07,23,11,07,24,Australia,47,Femenino,Smart TV,1 Mes
1999,Premium,14,08,07,23,08,07,24,Francia,46,Masculino,Smart TV,12 Meses
2000,Básica,10,09,07,23,09,07,24,Reino Unido,31,Masculino,Smart TV,6 Meses
2001,Premium,14,09,07,23,08,07,24,EEUU,41,Femenino,Smart TV,12 Meses
2002,Básica,10,09,07,23,11,07,24,EEUU,30,Femenino,Smartphone,6 Meses
2003,Estándar,12,10,07,23,08,07,24,Francia,41,Masculino,Tablet,1 Mes
2004,Estándar,12,12,07,23,08,07,24,Australia,48,Femenino,Ordenador,1 Mes
2005,Básica,10,13,07,23,09,07,24,Canadá,35,Femenino,Ordenador,1 Mes
2006,Premium,14,16,07,23,10,07,24,Francia,41,Femenino,Ordenador,3 Meses
2007,Básica,10,17,07,23,07,07,24,Brasil,39,Femenino,Smart TV,12 Meses
2008,Estándar,12,26,07,23,09,07,24,Italia,45,Masculino,Ordenador,3 Meses
2009,Premium,14,31,07,23,09,07,24,Australia,41,Masculino,Ordenador,6 Meses
2010,Básica,10,03,08,23,10,07,24,Reino Unido,28,Masculino,Ordenador,1 Mes
2011,Premium,14,15,08,23,07,07,24,Australia,28,Femenino,Tablet,12 Meses
2012,Básica,10,18,08,23,10,07,24,EEUU,48,Masculino,Smart TV,3 Meses
2013,Estándar,12,27,08,23,08,07,24,Australia,40,Femenino,Smart TV,12 Meses
2014,Estándar,12,29,08,23,10,07,24,Alemania,39,Masculino,Smart TV,6 Meses
2015,Básica,10,05,09,23,07,07,24,,27,Masculino,Smartphone,6 Meses
2016,Premium,14,06,09,23,11,07,24,Alemania,84,Femenino,Smart TV,1 Mes
2017,Básica,10,14,09,23,08,07,24,EEUU,38,Masculino,Ordenador,6 Meses
2018,Estándar,12,16,09,23,09,07,24,Reino Unido,41,Femenino,Ordenador,6 Meses
2019,Premium,14,18,09,23,10,07,24,EEUU,32,Femenino,Ordenador,12 Meses
2020,Básica,10,23,09,23,11,07,24,España,37,Masculino,Tablet,3 Meses
2021,Básica,10,25,09,23,08,07,24,EEUU,50,Femenino,Ordenador,1 Mes
2022,Básica,10,06,10,23,09,07,24,Australia,48,Femenino,Ordenador,1 Mes
2023,Estándar,12,09,10,23,10,07,24,Australia,37,Masculino,Tablet,6 Meses
2024,Premium,14,11,10,23,11,07,24,Méjico,46,Femenino,Ordenador,3 Meses
2025,Básica,10,12,10,23,08,07,24,Reino Unido,46,Masculino,Ordenador,3 Meses
2026,Básica,10,13,10,23,09,07,24,EEUU,39,Masculino,Smart TV,1 Mes
2027,Premium,14,17,10,23,10,07,24,EEUU,42,Femenino,Smart TV,1 Mes
2028,Estándar,12,19,10,23,10,07,24,Méjico,41,Femenino,Smartphone,3 Meses
2029,Estándar,12,21,10,23,07,07,24,Canadá,28,Masculino,Smart TV,12 Meses
2030,Básica,10,23,10,23,09,07,24,Reino Unido,43,Masculino,Tablet,1 Mes
2031,Premium,14,25,10,23,10,07,24,Canadá,45,Femenino,Smart TV,1 Mes
2032,Estándar,12,27,10,23,09,07,24,EEUU,45,Masculino,Smart TV,6 Meses
2033,Básica,10,31,10,23,07,07,24,Reino Unido,48,Masculino,Smartphone,12 Meses
2034,Estándar,12,02,11,23,09,07,24,Alemania,30,Masculino,Ordenador,1 Mes
2035,Premium,14,04,11,23,10,07,24,Australia,51,Femenino,Smart TV,6 Meses
2036,Básica,10,05,11,23,09,07,24,Reino Unido,48,Femenino,Smartphone,6 Meses
2037,Premium,14,06,11,23,07,07,24,EEUU,41,Femenino,Smart TV,1 Mes
2038,Estándar,12,07,11,23,10,07,24,Australia,37,Femenino,Smartphone,3 Meses
2039,Básica,10,08,11,23,09,07,24,Australia,43,Masculino,Ordenador,1 Mes
2040,Estándar,12,08,11,23,08,07,24,Australia,51,Masculino,Ordenador,6 Meses
2041,Premium,14,09,11,23,07,07,24,Australia,34,Femenino,Smartphone,3 Meses
2042,Básica,10,09,11,23,10,07,24,Francia,35,Femenino,Smartphone,1 Mes
2043,Estándar,12,05,11,23,09,07,24,Reino Unido,45,Femenino,Smart TV,1 Mes
2044,Premium,14,05,11,23,10,07,24,Italia,31,Masculino,Smart TV,1 Mes
2045,Básica,10,02,11,23,08,07,24,Brasil,50,Femenino,Ordenador,6 Meses
2046,Premium,14,30,10,23,09,07,24,Alemania,41,Masculino,Smartphone,6 Meses
2047,Básica,10,30,10,23,09,07,24,EEUU,42,Femenino,Ordenador,12 Meses
2048,Estándar,12,24,10,23,09,07,24,Reino Unido,41,Masculino,Tablet,1 Mes
2049,Estándar,12,08,10,23,08,07,24,Reino Unido,34,Masculino,Tablet,6 Meses
2050,Básica,10,04,10,23,09,07,24,Australia,35,Femenino,Smartphone,1 Mes
2051,Premium,14,28,09,23,09,07,24,Canadá,48,Masculino,Smartphone,1 Mes
2052,Básica,10,22,09,23,09,07,24,EEUU,39,Femenino,Smart TV,12 Meses
2053,Estándar,12,19,09,23,09,07,24,Canadá,37,Femenino,Ordenador,6 Meses
2054,Premium,14,13,09,23,09,07,24,Alemania,31,Masculino,Tablet,1 Mes
2055,Básica,10,05,09,23,09,07,24,Reino Unido,29,Femenino,Ordenador,6 Meses
2056,Premium,14,20,08,23,09,07,24,EEUU,36,Masculino,Tablet,1 Mes
2057,Básica,10,10,08,23,08,07,24,Méjico,32,Masculino,Smartphone,1 Mes
2058,Estándar,12,10,08,23,11,07,24,Reino Unido,31,Femenino,Smartphone,12 Meses
2059,Estándar,12,06,08,23,09,07,24,EEUU,31,Masculino,Ordenador,12 Meses
2060,Básica,10,03,08,23,10,07,24,Australia,29,Masculino,Smart TV,3 Meses
2061,Premium,14,01,08,23,09,07,24,España,48,Masculino,Smart TV,6 Meses
2062,Básica,10,28,07,23,10,07,24,Australia,46,Masculino,Tablet,1 Mes
2063,Estándar,12,22,07,23,09,07,24,Reino Unido,35,Femenino,Smartphone,3 Meses
2064,Premium,14,22,07,23,11,07,24,Francia,37,Femenino,Tablet,1 Mes
2065,Básica,10,20,07,23,09,07,24,Reino Unido,45,Femenino,Tablet,1 Mes
2066,Premium,14,12,07,23,10,07,24,España,48,Femenino,Ordenador,12 Meses
2067,Básica,10,12,07,23,09,07,24,Reino Unido,44,Femenino,Ordenador,12 Meses
2068,Estándar,12,10,07,23,11,07,24,Francia,47,Femenino,Ordenador,1 Mes
2069,Estándar,12,11,07,23,08,07,24,Francia,35,Masculino,Smart TV,6 Meses
2070,Básica,10,11,07,23,09,07,24,,35,Femenino,Smartphone,1 Mes
2071,Premium,14,09,07,23,08,07,24,EEUU,35,Masculino,Smartphone,1 Mes
2072,Básica,10,10,07,23,11,07,24,Alemania,49,Femenino,Ordenador,12 Meses
2073,Estándar,12,12,07,23,08,07,24,Francia,50,Femenino,Tablet,3 Meses
2074,Premium,14,13,07,23,09,07,24,EEUU,44,Masculino,Smartphone,1 Mes
2075,Básica,10,15,07,23,09,07,24,EEUU,47,Femenino,Tablet,6 Meses
2076,Premium,14,16,07,23,11,07,24,Italia,46,Femenino,Ordenador,12 Meses
2077,Básica,10,19,07,23,08,07,24,Italia,39,Femenino,Ordenador,3 Meses
2078,Estándar,12,23,07,23,10,07,24,Canadá,34,Masculino,Ordenador,1 Mes
2079,Estándar,12,28,07,23,09,07,24,Méjico,31,Femenino,Smart TV,6 Meses
2080,Básica,10,14,08,23,11,07,24,Reino Unido,46,Femenino,Ordenador,12 Meses
2081,Premium,14,18,08,23,08,07,24,Francia,30,Masculino,Smart TV,1 Mes
2082,Básica,10,23,08,23,12,07,24,Italia,29,Masculino,Tablet,3 Meses
2083,Estándar,12,27,08,23,09,07,24,Brasil,42,Masculino,Tablet,3 Meses
2084,Premium,14,01,09,23,10,07,24,EEUU,27,Femenino,Smartphone,12 Meses
2085,Básica,10,02,09,23,09,07,24,Canadá,33,Masculino,Ordenador,1 Mes
2086,Premium,14,04,09,23,12,07,24,Reino Unido,45,Femenino,Smart TV,1 Mes
2087,Básica,10,11,09,23,09,07,24,Francia,50,Masculino,Tablet,6 Meses
2088,Estándar,12,16,09,23,09,07,24,Francia,42,Femenino,Tablet,6 Meses
2089,Estándar,12,19,09,23,11,07,24,Reino Unido,29,Masculino,Tablet,12 Meses
2090,Básica,10,20,09,23,12,07,24,Reino Unido,31,Femenino,Tablet,1 Mes
2091,Premium,14,05,10,23,09,07,24,Italia,42,Femenino,Smartphone,1 Mes
2092,Básica,10,07,10,23,09,07,24,Canadá,44,Femenino,Ordenador,1 Mes
2093,Estándar,12,10,10,23,11,07,24,España,34,Masculino,Smart TV,1 Mes
2094,Premium,14,12,10,23,11,07,24,Alemania,40,Femenino,Smart TV,3 Meses
2095,Básica,10,13,10,23,08,07,24,Brasil,38,Masculino,Smart TV,1 Mes
2096,Básica,10,15,10,23,09,07,24,Canadá,42,Femenino,Tablet,3 Meses
2097,Básica,10,17,10,23,11,07,24,EEUU,47,Masculino,Tablet,6 Meses
2098,Estándar,12,18,10,23,10,07,24,Australia,29,Femenino,Tablet,1 Mes
2099,Premium,14,20,10,23,08,07,24,España,29,Masculino,Ordenador,1 Mes
2100,Básica,10,22,10,23,10,07,24,Australia,44,Femenino,Smart TV,3 Meses
2101,Básica,10,25,10,23,11,07,24,Francia,31,Masculino,Tablet,12 Meses
2102,Premium,14,27,10,23,09,07,24,Australia,48,Femenino,Smartphone,6 Meses
2103,Estándar,12,01,11,23,07,07,24,EEUU,32,Femenino,Ordenador,3 Meses
2104,Estándar,12,02,11,23,11,07,24,,28,Femenino,Tablet,12 Meses
2105,Básica,10,04,11,23,10,07,24,Italia,36,Femenino,Smartphone,6 Meses
2106,Premium,14,06,11,23,09,07,24,Alemania,28,Femenino,Smartphone,1 Mes
2107,Estándar,12,07,11,23,07,07,24,Brasil,32,Femenino,Smart TV,6 Meses
2108,Básica,10,08,11,23,10,07,24,Canadá,50,Femenino,Smartphone,12 Meses
2109,Estándar,12,09,11,23,10,07,24,EEUU,44,Masculino,Tablet,6 Meses
2110,Premium,14,10,11,23,10,07,24,Canadá,44,Femenino,Smartphone,3 Meses
2111,Básica,10,09,11,23,09,07,24,EEUU,47,Masculino,Ordenador,12 Meses
2112,Premium,14,09,11,23,10,07,24,Reino Unido,39,Femenino,Smart TV,6 Meses
2113,Estándar,12,07,11,23,10,07,24,Australia,44,Femenino,Tablet,3 Meses
2114,Básica,10,03,11,23,10,07,24,Reino Unido,46,Femenino,Tablet,1 Mes
